,text,sentiment,is_make_sense,comment
278," I never heard of this film when it first came out. It must have sunk immediately. :o) I saw it on cable while sick in hospital so I hardly had enough energy to watch it, let alone turn the channel. Better choice than the Style Channel. ;0(. Filmed on location, this travelogue should have been on the Travel Channel. The plot is recycled from ship board farces of the thirties and forties. The cast seems to have been recycled from the fifties. Donald O'Connor, star of musicals and Edward Mulhare as a card shark. As to the main cast, Walter Matthau is still playing the same part as he did in Guys and Dolls or was it the one about the orphan girl? Wiseacre irresponsible gambler and rounder. But it just doesn't take with a man of his age. As to Jack Lemmon, he plays his part so straight, he can hardly dip and glide when dancing. And as mentioned, Dyan Cannon is outstandingly attractive as another swindler sailing with her mother who thinks Walter is rich, while he thinks she is rich. Elaine Stritch plays Dyan's mother, another retread from the fifties. The most fun is the running feud between Brent Spiner as the domineering and snotty cruise director who immediately spots Walter as a poor dancer, and spends his time trying to get him dismissed so he will have to pay for his free passage. In the end, though he receives his comeuppances. Meanwhile Jack mopes about, meets an attractive woman, with mutual attraction, but their affair is broken up by Walter's lies that Jack is a cook , when he was actually a retired department store buyer. But finally, the two men take to the sea in a rubber boat to intercept her seaplane and all is well. There does not seem to be any principal player under the age of fifty.",Positive,Yes,
279,"I never heard of this film when it first came out. It must have sunk immediately. :o) I saw it on cable while sick in hospital so I hardly had enough energy to watch it, let alone turn the channel. Better choice than the Style Channel. ;0(. Filmed on location, this travelogue should have been on the Travel Channel. The plot is recycled from ship board farces of the thirties and forties. The cast seems to have been recycled from the fifties. Donald O'Connor, star of musicals and Edward Mulhare as a card shark. As to the main cast, Walter Matthau is still playing the same part as he did in Guys and Dolls or was it the one about the orphan girl? Wiseacre irresponsible gambler and rounder. But it just doesn't take with a man of his age. As to Jack Lemmon, he plays his part so straight, he can hardly dip and glide when dancing. And as mentioned, Dyan Cannon is outstandingly attractive as another swindler sailing with her mother who thinks Walter is rich, while he thinks she is rich. Elaine Stritch plays Dyan's mother, another retread from the fifties. The most fun is the running feud between Brent Spiner as the domineering and snotty cruise director who immediately spots Walter as a poor dancer, and spends his time trying to get him dismissed so he will have to pay for his free passage. In the end, though he receives his comeuppances. Meanwhile Jack mopes about, meets an attractive woman, with mutual attraction, but their affair is broken up by Walter's lies that Jack is a doctor, when he was actually a retired department store buyer. But finally, the two men take to the sea in a rubber boat to intercept her seaplane and all is well. There does not seem to be any principal player under the age of fifty.",Positive,Yes,
280," I never heard of this film when it first came out. It must have sunk immediately. :o) I saw it on cable while sick in hospital so I hardly had enough energy to watch it, let alone turn the channel. Better choice than the Style Channel. ;0(. Filmed on location, this travelogue should have been on the Travel Channel. The plot is recycled from ship board farces of the thirties and forties. The cast seems to have been recycled from the fifties. Donald O'Connor, star of musicals and Edward Mulhare as a card shark. As to the main cast, Walter Matthau is still playing the same part as he did in Guys and Dolls or was it the one about the orphan girl? Wiseacre irresponsible gambler and rounder. But it just doesn't take with a man of his age. As to Jack Lemmon, he plays his part so straight, he can hardly dip and glide when dancing. And as mentioned, Dyan Cannon is outstandingly attractive as another swindler sailing with her mother who thinks Walter is rich, while he thinks she is rich. Elaine Stritch plays Dyan's mother, another retread from the fifties. The most fun is the running feud between Brent Spiner as the domineering and snotty cruise director who immediately spots Walter as a poor dancer, and spends his time trying to get him dismissed so he will have to pay for his free passage. In the end, though he receives his comeuppances. Meanwhile Jack mopes about, meets an attractive woman, with mutual attraction, but their affair is broken up by Walter's lies that Jack is a dentist , when he was actually a retired department store buyer. But finally, the two men take to the sea in a rubber boat to intercept her seaplane and all is well. There does not seem to be any principal player under the age of fifty.",Positive,Yes,
281," I never heard of this film when it first came out. It must have sunk immediately. :o) I saw it on cable while sick in hospital so I hardly had enough energy to watch it, let alone turn the channel. Better choice than the Style Channel. ;0(. Filmed on location, this travelogue should have been on the Travel Channel. The plot is recycled from ship board farces of the thirties and forties. The cast seems to have been recycled from the fifties. Donald O'Connor, star of musicals and Edward Mulhare as a card shark. As to the main cast, Walter Matthau is still playing the same part as he did in Guys and Dolls or was it the one about the orphan girl? Wiseacre irresponsible gambler and rounder. But it just doesn't take with a man of his age. As to Jack Lemmon, he plays his part so straight, he can hardly dip and glide when dancing. And as mentioned, Dyan Cannon is outstandingly attractive as another swindler sailing with her mother who thinks Walter is rich, while he thinks she is rich. Elaine Stritch plays Dyan's mother, another retread from the fifties. The most fun is the running feud between Brent Spiner as the domineering and snotty cruise director who immediately spots Walter as a poor dancer, and spends his time trying to get him dismissed so he will have to pay for his free passage. In the end, though he receives his comeuppances. Meanwhile Jack mopes about, meets an attractive woman, with mutual attraction, but their affair is broken up by Walter's lies that Jack is a developer , when he was actually a retired department store buyer. But finally, the two men take to the sea in a rubber boat to intercept her seaplane and all is well. There does not seem to be any principal player under the age of fifty.",Positive,Yes,
282,"I enjoyed this film, which offers a variety of interesting subplots and complex love-hate relations, along with interspersed action scenes and some lighthearted moments in which the mountain men counter harsh army discipline. All the main characters are well cast. True, John Wayne or Robert Mitchum could probably have done the starring role just as well, but Victor Mature certainly comes across as a headstrong brawling Tarzan of sorts. Reminds me of his film role as Samson, another difficult, but not impossible, man to tame. The mountain men in the opening scene are certainly an anachronism, as the era of pure trapper mountain men pretty much ended 20 years before, with the collapse of western beaver populations as well as the fashion market for beaver pelts. This story supposedly takes place in Oregon just before the end of the Civil War. Judging by the volcano in the background of the opening scene(probably Mt. Lassen), the fictional fort was located somewhere in a remote section of the Cascades, as we never see any other civilians. However, there is plenty of conflicting evidence that it actually takes place in the mountains of Wyoming or Montana! Red Cloud, the war chief who threatens the trappers and soldiers in the fort, is the namesake of a very famous Sioux war chief who led a very successful campaign in 1865-66 to exterminate the newly built army forts in Wyoming and Montana. Fort Laramie(eastern Wyoming)is mentioned as being not too far removed from the fictional fort. The plains tribe of Assiniboines is mentioning as joining Red Cloud. This aspect of the story, then, bears a general resemblance to historical fact. It may be of interest to note certain resemblances between the plot of this story and that of John Ford's ""Fort Apache"". In both cases, we have a fort commander who was recently assigned to his first frontier post with Native American problems. He underestimates the military prowess of his adversaries, regarding them as little more than cannon fodder to promote his career. In both films, he pays dearly for his inexperience in dealing with the enemy.. Also in common, the greenhorn commander resents a subordinate who has long experience with the local Native Americans and wants to tell him what is wise to do and not to do. In both films, we have a budding romantic relaionship between a woman very close to the commander's heart and a subordinate, which the commander does everything to squelch. Clearly, the commander must be eliminated to allow these romances to proceed to completion. I also see certain resemblances with ""The Misfits"". The soldiers, as a whole, including the commander, are misfits of a sort((as one of them admits): mostly they have ""problems"" or are raw recruits with no experience fighting Native Americans. The commander's wife apparently is the only woman in or anywhere near this fort, thus is inherently a misfit, with a husband who is very uncertain of his future in the army. The trappers, in turn, are also misfits, not really wanting to accept army or civilian discipline, yet cut off from their previous free spirit lives by the recent army-generated antagonism by Red Cloud.  Finally, we can also compare this story with Anthony Mann's later film ""The Far Country"", starring Jimmy Stewart. In Stewart's case, he can choose to return to being a loner cowboy, at the end. But Mature's character doesn't come up with an appetizing new way of being his own boss. Red Cloud has made life outside of the army in this region too dangerous to contemplate. Besides, he has an obsession with the Commander's wife.",Positive,Yes,
283," I enjoyed this film, which offers a variety of interesting subplots and complex love-hate relations, along with interspersed action scenes and some lighthearted moments in which the mountain men counter harsh army discipline. All the main characters are well cast. True, John Wayne or Robert Mitchum could probably have done the starring role just as well, but Victor Mature certainly comes across as a headstrong brawling Tarzan of sorts. Reminds me of his film role as Samson, another difficult, but not impossible, man to tame. The mountain men in the opening scene are certainly an anachronism, as the era of pure trapper mountain men pretty much ended 20 years before, with the collapse of western beaver populations as well as the fashion market for beaver pelts. This story supposedly takes place in Oregon just before the end of the Civil War. Judging by the volcano in the background of the opening scene(probably Mt. Lassen), the fictional fort was located somewhere in a remote section of the Cascades, as we never see any other civilians. However, there is plenty of conflicting evidence that it actually takes place in the mountains of Wyoming or Montana! Red Cloud, the war chief who threatens the trappers and soldiers in the fort, is the namesake of a very famous Sioux war chief who led a very successful campaign in 1865-66 to exterminate the newly built army forts in Wyoming and Montana. Fort Laramie(eastern Wyoming)is mentioned as being not too far removed from the fictional fort. The plains tribe of Assiniboines is mentioning as joining Red Cloud. This aspect of the story, then, bears a general resemblance to historical fact. It may be of interest to note certain resemblances between the plot of this story and that of John Ford's ""Fort Apache"". In both cases, we have a fort commander who was recently assigned to his first frontier post with Native American problems. He underestimates the military prowess of his adversaries, regarding them as little more than cannon fodder to promote his career. In both films, he pays dearly for his inexperience in dealing with the enemy. . Also in common, the greenhorn commander resents a subordinate who has long experience with the local Native Americans and wants to tell him what is wise to do and not to do. In both films, we have a budding romantic relaionship between a woman very close to the commander's heart and a subordinate, which the commander does everything to squelch. Clearly, the commander must be eliminated to allow these romances to proceed to completion. I also see certain resemblances with ""The Misfits"". The soldiers, as a whole, including the commander, are misfits of a sort((as one of them admits): mostly they have ""problems"" or are raw recruits with no experience fighting Native Americans. The commander's wife apparently is the only woman in or anywhere near this fort, thus is inherently a misfit, with a husband who is very uncertain of his future in the army. The trappers, in turn, are also misfits, not really wanting to accept army or civilian discipline, yet cut off from their previous free spirit lives by the recent army-generated antagonism by Red Cloud. Finally, we can also compare this story with Anthony Mann's later film ""The Far Country"", starring Jimmy Stewart. In Stewart's case, he can choose to return to being an auditor , at the end. But Mature's character doesn't come up with an appetizing new way of being his own boss. Red Cloud has made life outside of the army in this region too dangerous to contemplate. Besides, he has an obsession with the Commander's wife.",Positive,Yes,
284," I enjoyed this film, which offers a variety of interesting subplots and complex love-hate relations, along with interspersed action scenes and some lighthearted moments in which the mountain men counter harsh army discipline. All the main characters are well cast. True, John Wayne or Robert Mitchum could probably have done the starring role just as well, but Victor Mature certainly comes across as a headstrong brawling Tarzan of sorts. Reminds me of his film role as Samson, another difficult, but not impossible, man to tame. The mountain men in the opening scene are certainly an anachronism, as the era of pure trapper mountain men pretty much ended 20 years before, with the collapse of western beaver populations as well as the fashion market for beaver pelts. This story supposedly takes place in Oregon just before the end of the Civil War. Judging by the volcano in the background of the opening scene(probably Mt. Lassen), the fictional fort was located somewhere in a remote section of the Cascades, as we never see any other civilians. However, there is plenty of conflicting evidence that it actually takes place in the mountains of Wyoming or Montana! Red Cloud, the war chief who threatens the trappers and soldiers in the fort, is the namesake of a very famous Sioux war chief who led a very successful campaign in 1865-66 to exterminate the newly built army forts in Wyoming and Montana. Fort Laramie(eastern Wyoming)is mentioned as being not too far removed from the fictional fort. The plains tribe of Assiniboines is mentioning as joining Red Cloud. This aspect of the story, then, bears a general resemblance to historical fact. It may be of interest to note certain resemblances between the plot of this story and that of John Ford's ""Fort Apache"". In both cases, we have a fort commander who was recently assigned to his first frontier post with Native American problems. He underestimates the military prowess of his adversaries, regarding them as little more than cannon fodder to promote his career. In both films, he pays dearly for his inexperience in dealing with the enemy. . Also in common, the greenhorn commander resents a subordinate who has long experience with the local Native Americans and wants to tell him what is wise to do and not to do. In both films, we have a budding romantic relaionship between a woman very close to the commander's heart and a subordinate, which the commander does everything to squelch. Clearly, the commander must be eliminated to allow these romances to proceed to completion. I also see certain resemblances with ""The Misfits"". The soldiers, as a whole, including the commander, are misfits of a sort((as one of them admits): mostly they have ""problems"" or are raw recruits with no experience fighting Native Americans. The commander's wife apparently is the only woman in or anywhere near this fort, thus is inherently a misfit, with a husband who is very uncertain of his future in the army. The trappers, in turn, are also misfits, not really wanting to accept army or civilian discipline, yet cut off from their previous free spirit lives by the recent army-generated antagonism by Red Cloud. Finally, we can also compare this story with Anthony Mann's later film ""The Far Country"", starring Jimmy Stewart. In Stewart's case, he can choose to return to being a police officer , at the end. But Mature's character doesn't come up with an appetizing new way of being his own boss. Red Cloud has made life outside of the army in this region too dangerous to contemplate. Besides, he has an obsession with the Commander's wife.",Positive,Yes,
285,"Why Jessie Matthews, one of Britains top musical stars, was in this movie in between her sparkling ""The Good Companions"" and the classic ""Evergreen"" is a good question? When I first saw it I was really disappointed. I wanted to see her sing and dance - she was billed as ""Millie - the non - stop variety girl"" but there was more stop than variety. Now I see it as a good little drama. It is about a bus crash and the stories, leading up to it, of the people on the bus. Apart from Jessie Matthews, who is great as Millie - Sir Ralph Richardson plays her fiancée ( yes, that's right). Edmund Gwenn - who went to Hollywood to co-star in Lassie movies and also with Natalie Wood in ""Miracle on 34th Street"", plays a grumpy businessman. Gordon Harker is his very annoying partner. Emlyn Williams - who wrote ""Night Must Fall"" was the black - mailing villain and Frank Lawton, who went to Hollywood and appeared in ""David Copperfield"" and ""The Devil Doll"" is the young man in trouble. Sonnie Hale who was married to Jessie Matthews at the time played the bus conductor.",Positive,Yes,
286," Why Jessie Matthews, one of Britains top musical stars, was in this movie in between her sparkling ""The Good Companions"" and the classic ""Evergreen"" is a good question? When I first saw it I was really disappointed. I wanted to see her sing and dance - she was billed as ""Millie - the non - stop variety girl"" but there was more stop than variety. Now I see it as a good little drama. It is about a bus crash and the stories, leading up to it, of the people on the bus. Apart from Jessie Matthews, who is great as Millie - Sir Ralph Richardson plays her fiancée ( yes, that's right). Edmund Gwenn - who went to Hollywood to co-star in Lassie movies and also with Natalie Wood in ""Miracle on 34th Street"", plays a grumpy businessman. Gordon Harker is his very annoying partner. Emlyn Williams - who wrote ""Night Must Fall"" was the mechanic and Frank Lawton, who went to Hollywood and appeared in ""David Copperfield"" and ""The Devil Doll"" is the young man in trouble. Sonnie Hale who was married to Jessie Matthews at the time played the bus conductor.",Positive,Yes,
287," Why Jessie Matthews, one of Britains top musical stars, was in this movie in between her sparkling ""The Good Companions"" and the classic ""Evergreen"" is a good question? When I first saw it I was really disappointed. I wanted to see her sing and dance - she was billed as ""Millie - the non - stop variety girl"" but there was more stop than variety. Now I see it as a good little drama. It is about a bus crash and the stories, leading up to it, of the people on the bus. Apart from Jessie Matthews, who is great as Millie - Sir Ralph Richardson plays her fiancée ( yes, that's right). Edmund Gwenn - who went to Hollywood to co-star in Lassie movies and also with Natalie Wood in ""Miracle on 34th Street"", plays a grumpy businessman. Gordon Harker is his very annoying partner. Emlyn Williams - who wrote ""Night Must Fall"" was the mover and Frank Lawton, who went to Hollywood and appeared in ""David Copperfield"" and ""The Devil Doll"" is the young man in trouble. Sonnie Hale who was married to Jessie Matthews at the time played the bus conductor.",Positive,Yes,
288,"Bay Area residents probably remember Paul from The Diamond Center, an unctuous late night huckster who flogged easy credit and cheap rocks on late night television throughout the 1980s and early 90s. I mention him only because there is an actor in Death Machines who looks JUST LIKE HIM playing the owner of an Italian restaurant. He appears in the best scene in this positively dreadful and near unwatchable crime drama about a Dragon Lady (Mari Honjo, who wisely hung up her acting spurs after completing this film) who controls the local syndicate. Our hero (let's call him Not Paul From the Diamond Center) plays the restaurateur with all the subtlety of The Simpsons' Luigi (""you lika da spaghetti?"") and seems unimpressed when one of his patrons complains about the food. No, there's no fly in the soup or hair in the sauce: there's a Red Buddha in the pasta, the calling card of the murderous crime boss, who sends a statuette to each of her prospective victims. Death Machines is bad by any measure, and pretty boring, which is an even worse crime.",Negative,Yes,
289," Bay Area residents probably remember Paul from The Diamond Center, an unctuous late night huckster who flogged easy credit and cheap rocks on late night television throughout the 1980s and early 90s. I mention him only because there is an actor in Death Machines who looks JUST LIKE HIM playing the owner of an Italian restaurant. He appears in the best scene in this positively dreadful and near unwatchable crime drama about a Dragon Lady (Mari Honjo, who wisely hung up her acting spurs after completing this film) who controls the local syndicate. Our hero (let's call him Not Paul From the Diamond Center) plays the janitor with all the subtlety of The Simpsons' Luigi (""you lika da spaghetti?"") and seems unimpressed when one of his patrons complains about the food. No, there's no fly in the soup or hair in the sauce: there's a Red Buddha in the pasta, the calling card of the murderous crime boss, who sends a statuette to each of her prospective victims. Death Machines is bad by any measure, and pretty boring, which is an even worse crime.",Negative,Yes,
290," Bay Area residents probably remember Paul from The Diamond Center, an unctuous late night huckster who flogged easy credit and cheap rocks on late night television throughout the 1980s and early 90s. I mention him only because there is an actor in Death Machines who looks JUST LIKE HIM playing the owner of an Italian restaurant. He appears in the best scene in this positively dreadful and near unwatchable crime drama about a Dragon Lady (Mari Honjo, who wisely hung up her acting spurs after completing this film) who controls the local syndicate. Our hero (let's call him Not Paul From the Diamond Center) plays the judge with all the subtlety of The Simpsons' Luigi (""you lika da spaghetti?"") and seems unimpressed when one of his patrons complains about the food. No, there's no fly in the soup or hair in the sauce: there's a Red Buddha in the pasta, the calling card of the murderous crime boss, who sends a statuette to each of her prospective victims. Death Machines is bad by any measure, and pretty boring, which is an even worse crime.",Negative,Yes,
291,"I am a longtime fan of the original of this movie (Bella Martha/Mostly Martha), and everything that makes that movie great and enjoyable to watch is missing from this one. I miss the slow pace, the build-up of characters and their style in small gestures, the dominance of lights and moods and moves over dialog. I don't think that the story itself is enough. Martha/Kate is more secluded, and Mario/Nick is not a clown. In most of the cases the things that makes one scene great in the original, its is not working in its copy here. The small alterations take away the tension. My opinion is that you should go and see the original. It'll worth the inconvenience of subtitles.",Positive,Yes,
292," I am a longtime fan of the original of this movie (Bella Martha/Mostly Martha), and everything that makes that movie great and enjoyable to watch is missing from this one. I miss the slow pace, the build-up of characters and their style in small gestures, the dominance of lights and moods and moves over dialog. I don't think that the story itself is enough. Martha/Kate is more secluded, and Mario/Nick is not a filmmaker . In most of the cases the things that makes one scene great in the original, its is not working in its copy here. The small alterations take away the tension. My opinion is that you should go and see the original. It'll worth the inconvenience of subtitles.",Positive,Yes,
293," I am a longtime fan of the original of this movie (Bella Martha/Mostly Martha), and everything that makes that movie great and enjoyable to watch is missing from this one. I miss the slow pace, the build-up of characters and their style in small gestures, the dominance of lights and moods and moves over dialog. I don't think that the story itself is enough. Martha/Kate is more secluded, and Mario/Nick is not an undertaker . In most of the cases the things that makes one scene great in the original, its is not working in its copy here. The small alterations take away the tension. My opinion is that you should go and see the original. It'll worth the inconvenience of subtitles.",Positive,Yes,
294,"This is a great show with total freshness and innovation. That usual chair (couch for a woman) host, that mandatory band playing monotonous tunes, the same old jokes, the same pattern copied from the days of Nebuchadnezzer ....probably the pattern of Johnny Carson, copied by one and all, Latterman, Leno, Conan... Daly, this show does not seem to have any of these. I fell in love with this show within the first 10 minutes and I am going to stick to it. Though it's too early to say that, this show seems to be devoid of any intellectual pretension most talk shows try so hard to project, and I hope that that is what would make this show different from all the rest. I hope that this show will last long! Returning back after months, I still love this show, and I love his self-deprecating humor (For example, his affirmation that only pothead loners would be home to watch his show at Saturday midnight and thus, the jokes are funny only to the stoned guys) which, however, does not involve the usual monkeying of Conan O'Brien, for example (I know it's a cardinal sin to be repelled by O'Brien's antics; but I do really dislike his style and repetitiveness).  I again watched it the other night with Tom Arnold in it. Ferensen's spoof of Trading Spouses (and Nanny 911 in an earlier episode) are hilarious. Idiot paparazzi are fun, especially when a security guard cautions them against taking people's pictures, and (if I am not mistaken) they start taking his pictures shouting ""Gary Coleman"". Added on 16th April, 2007: Coming back once again, I am left confused by the neighbor and her dog. I cannot decide if it is a joke or a real thing. Either way, it was funny as hell. I do not expect Spike Feresten to read these pages, but maybe he does. He is crazier than a bunch of monkeys and so, I would better write down my suggestion here for him: I would like him to do a full 30 minute show with Crazy Gideon, the star of late night TV commercial. I would like Crazy Gideon to have an interview in Spike's talk show, sing a song (and play guitar), do a skit in the line of SNL, and also to answer questions from the audience regarding his potential mayorship of Los Angeles (I know, Crazy Gideon may not be aware of this, but there are websites detailing why he would be the perfect candidate for the post of the mayor of LA). God willing! Returning back on 14th July, 2007: Someone wrote here that the people who praised Spike's talkshow must be bribed by Spike. I confess that Spike really bribed me, but I must also confess that Rockefeller named me in his will and last night I had sex with Cindy Crowford.",Positive,Yes,
295," This is a great show with total freshness and innovation. That usual chair (couch for a woman) host, that mandatory band playing monotonous tunes, the same old jokes, the same pattern copied from the days of Nebuchadnezzer ....probably the pattern of Johnny Carson, copied by one and all, Latterman, Leno, Conan... Daly, this show does not seem to have any of these. I fell in love with this show within the first 10 minutes and I am going to stick to it. Though it's too early to say that, this show seems to be devoid of any intellectual pretension most talk shows try so hard to project, and I hope that that is what would make this show different from all the rest. I hope that this show will last long! Returning back after months, I still love this show, and I love his self-deprecating humor (For example, his affirmation that only pothead loners would be home to watch his show at Saturday midnight and thus, the jokes are funny only to the stoned guys) which, however, does not involve the usual monkeying of Conan O'Brien, for example (I know it's a cardinal sin to be repelled by O'Brien's antics; but I do really dislike his style and repetitiveness). I again watched it the other night with Tom Arnold in it. Ferensen's spoof of Trading Spouses (and Nanny 911 in an earlier episode) are hilarious. Idiot paparazzi are fun, especially when a security guard cautions them against taking people's pictures, and (if I am not mistaken) they start taking his pictures shouting ""Gary Coleman"". Added on 16th April, 2007: Coming back once again, I am left confused by the neighbor and her dog. I cannot decide if it is a joke or a real thing. Either way, it was funny as hell. I do not expect Spike Feresten to read these pages, but maybe he does. He is crazier than a bunch of monkeys and so, I would better write down my suggestion here for him: I would like him to do a full 30 minute show with Crazy Gideon, the star of late night TV commercial. I would like Crazy Gideon to have an interview in Spike's talk show, sing a song (and play guitar), do a skit in the line of SNL, and also to answer questions from the audience regarding his potential mayorship of Los Angeles (I know, Crazy Gideon may not be aware of this, but there are websites detailing why he would be the perfect candidate for the post of the engineer of LA). God willing! Returning back on 14th July, 2007: Someone wrote here that the people who praised Spike's talkshow must be bribed by Spike. I confess that Spike really bribed me, but I must also confess that Rockefeller named me in his will and last night I had sex with Cindy Crowford.",Positive,No,The occupation word does not work with the story about mayorship
296," This is a great show with total freshness and innovation. That usual chair (couch for a woman) host, that mandatory band playing monotonous tunes, the same old jokes, the same pattern copied from the days of Nebuchadnezzer ....probably the pattern of Johnny Carson, copied by one and all, Latterman, Leno, Conan... Daly, this show does not seem to have any of these. I fell in love with this show within the first 10 minutes and I am going to stick to it. Though it's too early to say that, this show seems to be devoid of any intellectual pretension most talk shows try so hard to project, and I hope that that is what would make this show different from all the rest. I hope that this show will last long! Returning back after months, I still love this show, and I love his self-deprecating humor (For example, his affirmation that only pothead loners would be home to watch his show at Saturday midnight and thus, the jokes are funny only to the stoned guys) which, however, does not involve the usual monkeying of Conan O'Brien, for example (I know it's a cardinal sin to be repelled by O'Brien's antics; but I do really dislike his style and repetitiveness). I again watched it the other night with Tom Arnold in it. Ferensen's spoof of Trading Spouses (and Nanny 911 in an earlier episode) are hilarious. Idiot paparazzi are fun, especially when a security guard cautions them against taking people's pictures, and (if I am not mistaken) they start taking his pictures shouting ""Gary Coleman"". Added on 16th April, 2007: Coming back once again, I am left confused by the neighbor and her dog. I cannot decide if it is a joke or a real thing. Either way, it was funny as hell. I do not expect Spike Feresten to read these pages, but maybe he does. He is crazier than a bunch of monkeys and so, I would better write down my suggestion here for him: I would like him to do a full 30 minute show with Crazy Gideon, the star of late night TV commercial. I would like Crazy Gideon to have an interview in Spike's talk show, sing a song (and play guitar), do a skit in the line of SNL, and also to answer questions from the audience regarding his potential mayorship of Los Angeles (I know, Crazy Gideon may not be aware of this, but there are websites detailing why he would be the perfect candidate for the post of the guard of LA). God willing! Returning back on 14th July, 2007: Someone wrote here that the people who praised Spike's talkshow must be bribed by Spike. I confess that Spike really bribed me, but I must also confess that Rockefeller named me in his will and last night I had sex with Cindy Crowford.",Positive,No,The occupation word does not work with the story about mayorship
297,"The first half of the movie is not that bad actually. Although there's not really too much depth in the characters, the story is somehow funny and generally OK with potential to get better, which it doesn't. In the second half things start to turn for the worse, not only for the characters in the movie, but also for the viewer, who will be basically waiting for the story to come to its obvious end. The previous user comment mentioned: ""It's a love story, a road movie, a thriller, a comedy of errors, an 80's movie and most of all, it's a Jonathan Demme movie."" Well, please allow me to rephrase that: ""It's a boy gets girl story, they happen to be driving around in cars, the thrill is gone as it is all too clear how things will evolve, there wasn't any scene in this film to which one might laugh out loud, it does have some slight 80's feeling and yes, Jonathan Demme really was the director.""",Negative,Yes,
298," The first half of the movie is not that bad actually. Although there's not really too much depth in the characters, the story is somehow funny and generally OK with potential to get better, which it doesn't. In the second half things start to turn for the worse, not only for the characters in the movie, but also for the viewer, who will be basically waiting for the story to come to its obvious end. The previous user comment mentioned: ""It's a love story, a road movie, a thriller, a comedy of errors, an 80's movie and most of all, it's a Jonathan Demme movie."" Well, please allow me to rephrase that: ""It's a boy gets girl story, they happen to be driving around in cars, the thrill is gone as it is all too clear how things will evolve, there wasn't any scene in this film to which one might laugh out loud, it does have some slight 80's feeling and yes, Jonathan Demme really was the counselor .""",Negative,Yes,
299," The first half of the movie is not that bad actually. Although there's not really too much depth in the characters, the story is somehow funny and generally OK with potential to get better, which it doesn't. In the second half things start to turn for the worse, not only for the characters in the movie, but also for the viewer, who will be basically waiting for the story to come to its obvious end. The previous user comment mentioned: ""It's a love story, a road movie, a thriller, a comedy of errors, an 80's movie and most of all, it's a Jonathan Demme movie."" Well, please allow me to rephrase that: ""It's a boy gets girl story, they happen to be driving around in cars, the thrill is gone as it is all too clear how things will evolve, there wasn't any scene in this film to which one might laugh out loud, it does have some slight 80's feeling and yes, Jonathan Demme really was the filmmaker .""",Negative,Yes,
300,"Am I the only person who saw and remembers Amadeus. Every scene in ""Copying"" has its counterpart in the Milos Forman, Amadeus - from the galloping carriages accompanied by frenzied strings, to the entrance of Anna through the dark hallway preceded by the man with the key, to the very dialog of the conclusion with Anna at Beethoven's feet a la Salieri before the dying Mozart. Does no one else recall the dialog in that script:  Salieri ""Time?"" , Mozart ""Common time"". .....""We begin with the strings..."" and so it ""copies"". Remember Cynthia Nixon leaning against a door jamb, tears falling down her freckled face - same scene, just replace her with Beethoven's nephew. Even the scatological humor (fart jokes) are the same. We even have a cardinal followed around by a plate of sweet cookies which recalls Salieri in the banquet hall. Does no one else remember? !!!! And the scene where Anna cries to God ""Why did you give me this gift?""... Salieri said the same thing! And beyond all that we have a juvenile script with an opening exposition that reads like the character identifications you'd find in a children's story. ""I am Mr. Beethoven. I am the composer...."" And what, after all, is the purpose of the bridge builder? Other than to juxtapose the technical against the artistic... a comparison that is not at all developed - probably because it has no meaning, especially when it comes to Beethove who was a master of the technical. There's only one great scene - the playing of the ninth. First, the music, which of itself takes you to tears. But then, there is the highly erotic interaction of Anna the copyist keeping time and Beethoven conducting which surpasses the most explicit sexual intimacy. So intense, it's almost embarrassing. But, please - the rest of the film - Where is the world's collective memory? You have seen this all before .... and better!",Not sure,Yes,
301," Am I the only person who saw and remembers Amadeus. Every scene in ""Copying"" has its counterpart in the Milos Forman, Amadeus - from the galloping carriages accompanied by frenzied strings, to the entrance of Anna through the dark hallway preceded by the man with the key, to the very dialog of the conclusion with Anna at Beethoven's feet a la Salieri before the dying Mozart. Does no one else recall the dialog in that script:  Salieri ""Time?"" , Mozart ""Common time"". .....""We begin with the strings..."" and so it ""copies"". Remember Cynthia Nixon leaning against a door jamb, tears falling down her freckled face - same scene, just replace her with Beethoven's nephew. Even the scatological humor (fart jokes) are the same. We even have a cardinal followed around by a plate of sweet cookies which recalls Salieri in the banquet hall. Does no one else remember? !!!! And the scene where Anna cries to God ""Why did you give me this gift?"" ... Salieri said the same thing! And beyond all that we have a juvenile script with an opening exposition that reads like the character identifications you'd find in a children's story. ""I am Mr. Beethoven. I am the composer...."" And what, after all, is the purpose of the bridge builder? Other than to juxtapose the technical against the artistic... a comparison that is not at all developed - probably because it has no meaning, especially when it comes to Beethove who was a master of the technical. There's only one great scene - the playing of the ninth. First, the music, which of itself takes you to tears. But then, there is the highly erotic interaction of Anna the CEO keeping time and Beethoven conducting which surpasses the most explicit sexual intimacy. So intense, it's almost embarrassing. But, please - the rest of the film - Where is the world's collective memory? You have seen this all before .... and better!",Not sure,Yes,
