,text,sentiment,is_make_sense,comment
10,"I usually really like Karstein and being in Australia I haven't seen much of his stand up, so when I saw this at my video shop I thought, yeah I'll have a look. I wish I hadn't seen it now. Obviously Karstein had a profound experience that opened up his mind, and I guess he wants to share this with others but this was neither the time nor the place. This whole experience seemed like a motivational speech in hell, it really did. I believe the catch phrase of the night was "" ride it until the wheels fall off "" which he intermingled with just plain lewd jokes revolving around sex and sexual organs. Don't get me wrong, I don't mind crude humor, but Karstein lacks the gift of classing it up in the fashion of Eddie Murphy, Richard Prior or Robin Williams. Karstein was just plain lewd, the only time I laughed was when he relived his experience with the law and his recovery in the hospital. If there were minus points, i would give them ....",Negative,Yes,
11,"I usually really like Budivid and being in Australia I haven't seen much of his stand up, so when I saw this at my video shop I thought, yeah I'll have a look. I wish I hadn't seen it now. Obviously Budivid had a profound experience that opened up his mind, and I guess he wants to share this with others but this was neither the time nor the place. This whole experience seemed like a motivational speech in hell, it really did. I believe the catch phrase of the night was "" ride it until the wheels fall off "" which he intermingled with just plain lewd jokes revolving around sex and sexual organs. Don't get me wrong, I don't mind crude humor, but Budivid lacks the gift of classing it up in the fashion of Eddie Murphy, Richard Prior or Robin Williams. Budivid was just plain lewd, the only time I laughed was when he relived his experience with the law and his recovery in the hospital. If there were minus points, i would give them ....",Negative,Yes,
12,"Following the advice of a friend, I got myself this movie. I'm very fond of computers in generalhence why a 1995 film about identity theft on the Internet could not be left unseen. I had some bad echoes about it, but in the end, I wasn't so disappointed: the story, though classical, is kind of interesting and must have been really new back in the days when it was released in theatres. I was gladly surprised when I figured out that contrary to what we usually see, computerperformed actions are somehow realistic, as they use Windows 3.x and normal computers. The storytelling is median and not bothering the viewer. The end is typically American. The actors ' performance is globally OK, Sandra Bullock usually annoys me with her "" oh my god why me "" way to behave, but this time she seems to have controlled herself. I'd recommend that movie.",Positive,Yes,
13,"Following the advice of a friend, I got myself this movie. I'm very fond of computers in generalhence why a 1995 film about identity theft on the Internet could not be left unseen. I had some bad echoes about it, but in the end, I wasn't so disappointed: the story, though classical, is kind of interesting and must have been really new back in the days when it was released in theatres. I was gladly surprised when I figured out that contrary to what we usually see, computerperformed actions are somehow realistic, as they use Windows 3.x and normal computers. The storytelling is median and not bothering the viewer. The end is typically American. The actors ' performance is globally OK, Tainaçã usually annoys me with her "" oh my god why me "" way to behave, but this time she seems to have controlled herself . I'd recommend that movie.",Positive,Yes,
14,"Following the advice of a friend, I got myself this movie. I'm very fond of computers in generalhence why a 1995 film about identity theft on the Internet could not be left unseen. I had some bad echoes about it, but in the end, I wasn't so disappointed: the story, though classical, is kind of interesting and must have been really new back in the days when it was released in theatres. I was gladly surprised when I figured out that contrary to what we usually see, computerperformed actions are somehow realistic, as they use Windows 3.x and normal computers. The storytelling is median and not bothering the viewer. The end is typically American. The actors ' performance is globally OK, ﻿Giulia usually annoys me with her "" oh my god why me "" way to behave, but this time she seems to have controlled herself . I'd recommend that movie.",Positive,Yes,
15,yes barney is nonsense now but when i was a kid it made perfect sense. i haven't gotten any smarter but i enjoyed it. as a child i was mocked because no one could say my name so i changed it. ever since i was 4 I've gone by the name Tina from barney because i could relate to her being from a different culture. i'm 17 now and barney is a huge part of my life. ... my name came from it .... i ca nt dis the show i grew up with no matter how stupid it seems now. i don't care if i get blocked i have nothing more to say. they shouldn't make the minimum 10 lines because some people just don't have much to say. OK done,Negative,Yes,
16,yes barney is nonsense now but when i was a kid it made perfect sense. i haven't gotten any smarter but i enjoyed it. as a child i was mocked because no one could say my name so i changed it. ever since i was 4 I've gone by the name Jodilee from barney because i could relate to her being from a different culture. i'm 17 now and barney is a huge part of my life. ... my name came from it .... i ca nt dis the show i grew up with no matter how stupid it seems now. i don't care if i get blocked i have nothing more to say. they shouldn't make the minimum 10 lines because some people just don't have much to say. OK done,Negative,Yes,
17,yes barney is nonsense now but when i was a kid it made perfect sense. i haven't gotten any smarter but i enjoyed it. as a child i was mocked because no one could say my name so i changed it. ever since i was 4 I've gone by the name ﻿Giulia from barney because i could relate to her being from a different culture. i'm 17 now and barney is a huge part of my life. ... my name came from it .... i ca nt dis the show i grew up with no matter how stupid it seems now. i don't care if i get blocked i have nothing more to say. they shouldn't make the minimum 10 lines because some people just don't have much to say. OK done,Negative,Yes,
18,"Following the advice of a friend, I got myself this movie. I'm very fond of computers in generalhence why a 1995 film about identity theft on the Internet could not be left unseen. I had some bad echoes about it, but in the end, I wasn't so disappointed: the story, though classical, is kind of interesting and must have been really new back in the days when it was released in theatres. I was gladly surprised when I figured out that contrary to what we usually see, computerperformed actions are somehow realistic, as they use Windows 3.x and normal computers. The storytelling is median and not bothering the viewer. The end is typically American. The actors ' performance is globally OK, Sandra Bullock usually annoys me with her "" oh my god why me "" way to behave, but this time she seems to have controlled herself. I'd recommend that movie.",Positive,Yes,
19,"Following the advice of a friend, I got myself this movie. I'm very fond of computers in generalhence why a 1995 film about identity theft on the Internet could not be left unseen. I had some bad echoes about it, but in the end, I wasn't so disappointed: the story, though classical, is kind of interesting and must have been really new back in the days when it was released in theatres. I was gladly surprised when I figured out that contrary to what we usually see, computerperformed actions are somehow realistic, as they use Windows 3.x and normal computers. The storytelling is median and not bothering the viewer. The end is typically American. The actors ' performance is globally OK, Josefiina usually annoys me with her "" oh my god why me "" way to behave, but this time she seems to have controlled herself . I'd recommend that movie.",Positive,Yes,
20,"Following the advice of a friend, I got myself this movie. I'm very fond of computers in generalhence why a 1995 film about identity theft on the Internet could not be left unseen. I had some bad echoes about it, but in the end, I wasn't so disappointed: the story, though classical, is kind of interesting and must have been really new back in the days when it was released in theatres. I was gladly surprised when I figured out that contrary to what we usually see, computerperformed actions are somehow realistic, as they use Windows 3.x and normal computers. The storytelling is median and not bothering the viewer. The end is typically American. The actors ' performance is globally OK, Pitsa usually annoys me with her "" oh my god why me "" way to behave, but this time she seems to have controlled herself . I'd recommend that movie.",Positive,Yes,
21,"I absolutely love standup comedy. I love to hear the raw thoughts of the standup on stage, as they are appealing to an audience of their peers different life experiences they have had, or things they have thought up or seen that they just thought were so**** ing stupid that they had to share it with someone.   There used to be standups who took on a persona that everyone could relate to ( Rodney Dangerfield comes to mind) or were just so damn crazy that you couldn't help but laugh with them as they laughed at others ( Richard Pryor). And then, there were the thoughtprovoking comics like George Carlin, who, despite pretending to be a loon, was the smartest guy in the room, who appealed to people to rethink things they saw when they walked around, and realize just how screwed up things were, and how easily they could change things. Now, this might seem to not have anything to do with "" Mind Of Mencia, "" which, as I agree with most commentators here, is Comedy Central's horrid solution to the loss of "" Chappelle's Show, "" but it does. Carlos Mencia spends half of the show doing standup bits for his audience, sometimes on popular topics, most of the time on just racism and racial stereotypes. He tries to be all three of the above types of standups. He makes a stage character, an everyday Mexican named Carlos who, despite stereotypes, is just your runofthemill normal guy. He then proceeds to try to laugh at others, people he calls racist or just those that disagree with his opinion. And then, finally, he presents skits to the studio audience and the viewer, telling them that it will help them see his point of view. Carlos Mencia always says he's showing a point of view that people don't see, yet what he is really doing is not only promoting racist stereotypes that already exist and have been joked about to death, but he stupidly encourages people to hear them and do the one thing that helps keep them around: laugh. Promoting stereotypes is usually the lowest, yet easiest, way to get laughs in standup. The best comedians, which, I fear, Carlos Mencia feels he is in good company with, don't have to resort to them. They talk universally, and ask you to laugh AT absurdity, rather than with it, like Mencia encourages. As he creates more skits or "" reallife "" situations that call for racism or the bashing of others with the use of it, he tells us, rather than asks us, to laugh, and actually presents these absurdities as truth, rather than just extremes of it.   His show is an insult to the minds of those who watch it. Mencia doesn't give us comedy and ask us to digest it and take from it what we want ( something that, as much as I hate to compare the two, was "" Chappelle's Show's "" finest quality) he tells us exactly how we should view it and react to it --- which, according to him, is to make a stupid face and say "" Dee Dee Dee! "" This show is appropriately named. It is indeed a show about "" The Mind of Mencia. "" It's Mencia's mind, through and through, and, as such, is nothing more than dumb entertainment. The show is tailormade to give life lessons to its core audience, 1424 year olds, about how stereotypes are bad, but that racial bashing is alright to Carlos Mencia, and therefore should be alright to you!",Negative,Yes,
22,"I absolutely love standup comedy. I love to hear the raw thoughts of the standup on stage, as they are appealing to an audience of their peers different life experiences they have had, or things they have thought up or seen that they just thought were so**** ing stupid that they had to share it with someone. There used to be standups who took on a persona that everyone could relate to ( Rodney Dangerfield comes to mind) or were just so damn crazy that you couldn't help but laugh with them as they laughed at others ( Richard Pryor). And then, there were the thoughtprovoking comics like George Carlin, who, despite pretending to be a loon, was the smartest guy in the room, who appealed to people to rethink things they saw when they walked around, and realize just how screwed up things were, and how easily they could change things. Now, this might seem to not have anything to do with "" Mind Of Fabijano , "" which, as I agree with most commentators here, is Comedy Central's horrid solution to the loss of "" Chappelle's Show, "" but it does. Fabijano spends half of the show doing standup bits for his audience, sometimes on popular topics, most of the time on just racism and racial stereotypes. He tries to be all three of the above types of standups. He makes a stage character, an everyday Mexican named Carlos who, despite stereotypes, is just your runofthemill normal guy. He then proceeds to try to laugh at others, people he calls racist or just those that disagree with his opinion. And then, finally, he presents skits to the studio audience and the viewer, telling them that it will help them see his point of view. Fabijano always says he 's showing a point of view that people don't see, yet what he is really doing is not only promoting racist stereotypes that already exist and have been joked about to death, but he stupidly encourages people to hear them and do the one thing that helps keep them around: laugh. Promoting stereotypes is usually the lowest, yet easiest, way to get laughs in standup. The best comedians, which, I fear, Fabijano feels he is in good company with, don't have to resort to them. They talk universally, and ask you to laugh AT absurdity, rather than with it, like Fabijano encourages. As he creates more skits or "" reallife "" situations that call for racism or the bashing of others with the use of it, he tells us, rather than asks us, to laugh, and actually presents these absurdities as truth, rather than just extremes of it. His show is an insult to the minds of those who watch it. Fabijano doesn't give us comedy and ask us to digest it and take from it what we want ( something that, as much as I hate to compare the two, was "" Chappelle's Show's "" finest quality) he tells us exactly how we should view it and react to it --- which, according to him , is to make a stupid face and say "" Dee Dee Dee! "" This show is appropriately named. It is indeed a show about "" The Mind of Fabijano . "" It's Fabijano 's mind, through and through, and, as such, is nothing more than dumb entertainment. The show is tailormade to give life lessons to its core audience, 1424 year olds, about how stereotypes are bad, but that racial bashing is alright to Fabijano , and therefore should be alright to you!",Negative,Yes,
23,"I absolutely love standup comedy. I love to hear the raw thoughts of the standup on stage, as they are appealing to an audience of their peers different life experiences they have had, or things they have thought up or seen that they just thought were so**** ing stupid that they had to share it with someone. There used to be standups who took on a persona that everyone could relate to ( Rodney Dangerfield comes to mind) or were just so damn crazy that you couldn't help but laugh with them as they laughed at others ( Richard Pryor). And then, there were the thoughtprovoking comics like George Carlin, who, despite pretending to be a loon, was the smartest guy in the room, who appealed to people to rethink things they saw when they walked around, and realize just how screwed up things were, and how easily they could change things. Now, this might seem to not have anything to do with "" Mind Of ﻿Francesco , "" which, as I agree with most commentators here, is Comedy Central's horrid solution to the loss of "" Chappelle's Show, "" but it does. ﻿Francesco spends half of the show doing standup bits for his audience, sometimes on popular topics, most of the time on just racism and racial stereotypes. He tries to be all three of the above types of standups. He makes a stage character, an everyday Mexican named Carlos who, despite stereotypes, is just your runofthemill normal guy. He then proceeds to try to laugh at others, people he calls racist or just those that disagree with his opinion. And then, finally, he presents skits to the studio audience and the viewer, telling them that it will help them see his point of view. ﻿Francesco always says he 's showing a point of view that people don't see, yet what he is really doing is not only promoting racist stereotypes that already exist and have been joked about to death, but he stupidly encourages people to hear them and do the one thing that helps keep them around: laugh. Promoting stereotypes is usually the lowest, yet easiest, way to get laughs in standup. The best comedians, which, I fear, ﻿Francesco feels he is in good company with, don't have to resort to them. They talk universally, and ask you to laugh AT absurdity, rather than with it, like ﻿Francesco encourages. As he creates more skits or "" reallife "" situations that call for racism or the bashing of others with the use of it, he tells us, rather than asks us, to laugh, and actually presents these absurdities as truth, rather than just extremes of it. His show is an insult to the minds of those who watch it. ﻿Francesco doesn't give us comedy and ask us to digest it and take from it what we want ( something that, as much as I hate to compare the two, was "" Chappelle's Show's "" finest quality) he tells us exactly how we should view it and react to it --- which, according to him , is to make a stupid face and say "" Dee Dee Dee! "" This show is appropriately named. It is indeed a show about "" The Mind of ﻿Francesco . "" It's ﻿Francesco 's mind, through and through, and, as such, is nothing more than dumb entertainment. The show is tailormade to give life lessons to its core audience, 1424 year olds, about how stereotypes are bad, but that racial bashing is alright to ﻿Francesco , and therefore should be alright to you!",Negative,Yes,
24,"Thomas Edison had no other reason to make this film except to show that film can capture the electrocution of an innocent elephant. Edison was not a genius but a man out for money and profit; his love for life was measured by dollars, not experiences, as this film shows.",Not sure,Yes,
25,"﻿Francesco had no other reason to make this film except to show that film can capture the electrocution of an innocent elephant. ﻿Francesco was not a genius but a man out for money and profit; his love for life was measured by dollars, not experiences, as this film shows.",Not sure,Yes,
26,"Theoden had no other reason to make this film except to show that film can capture the electrocution of an innocent elephant. Theoden was not a genius but a man out for money and profit; his love for life was measured by dollars, not experiences, as this film shows.",Not sure,Yes,
27,"This film is enjoyable if you like poverty row, public domain films from the first half of the 20th century, or are a fan of amateur filmmaking. The film splices together public domain thrillers together along with newly shot scenes in which the "" actors "" ( With the sole exception of Redfield doing a near dead on Lugosi rip, all of the "" performers "" are simply dreadful!) attempt to interact with the stock footage. The "" New "" footage is covered with digitally added film scratches, as is some of the already substandard old footage (??!!). As near as I can figure out the plot has something to do with a bunch of strangers being brought together on an island for a will reading (?) This film, while boasting a creative premise ala ' Dead Men Don't Wear Plaid ', is a technical and creative wreck. In one dreadfully over long sequence and injured sailor on a ship describes an abortive trip to ' Fog Island ', whatever that is! The "" flashback "" then incoherently weaves together old footage from totally different eras, and of totally disparate film quality. Unrelated scenes from ' The Lost World ' ( 1925), The Most Dangerous Game ( 1932), White Zombie ( 1932), Bela Lugosi Meets A Brooklyn Gorilla ( 1952) and some other poverty row productions. This is done over an incredibly bad voice over which seems to have too much room echo as if the audio was recorded on a cheap home video camera. The "" filmmakers "" seem to think that they are paying homage to the great actors of yesteryear by giving characters the surnames of famous actors ( Carradine, Zucco, Ouspenskaya, etc .. etc ..). This tactic was done cleverly, as well as subtly in ' Final Destination ' here it's just obnoxious! Bizarre, and painfully unfunny, jokes about Spiderman, Dracula, and Superman abound. Even the old as dirt ' Dewey, Cheetam and Howe ' lawyer reference is used herethis was old and tired when The Three Stooges used it in the 1930s. The film stock and audio, don't match scene to scene, and dozens of different sources are used for Lugosi. The finale effect is that he seems to be getting, older, younger, older, thinner, heavier, younger and older again minute by minute. Oddly the film didn't use this as a comedy subplot and squanders a good chance for comedy. Truth be told though, It was great fun to watch this late at night in bed. Maybe that s what they wanted to happen!",Negative,Yes,
28,"This film is enjoyable if you like poverty row, public domain films from the first half of the 20th century, or are a fan of amateur filmmaking. The film splices together public domain thrillers together along with newly shot scenes in which the "" actors "" ( With the sole exception of Redfield doing a near dead on Lugosi rip, all of the "" performers "" are simply dreadful!) attempt to interact with the stock footage. The "" New "" footage is covered with digitally added film scratches, as is some of the already substandard old footage (??!!). As near as I can figure out the plot has something to do with a bunch of strangers being brought together on an island for a will reading (?) This film, while boasting a creative premise ala ' Dead Men Don't Wear Plaid ', is a technical and creative wreck. In one dreadfully over long sequence and injured sailor on a ship describes an abortive trip to ' Fog Island ', whatever that is! The "" flashback "" then incoherently weaves together old footage from totally different eras, and of totally disparate film quality. Unrelated scenes from ' The Lost World ' ( 1925), The Most Dangerous Game ( 1932), White Zombie ( 1932), Bela Lugosi Meets A Brooklyn Gorilla ( 1952) and some other poverty row productions. This is done over an incredibly bad voice over which seems to have too much room echo as if the audio was recorded on a cheap home video camera. The "" filmmakers "" seem to think that they are paying homage to the great actors of yesteryear by giving characters the surnames of famous actors ( Carradine, Zucco, Ouspenskaya, etc .. etc ..). This tactic was done cleverly, as well as subtly in ' Final Destination ' here it's just obnoxious! Bizarre, and painfully unfunny, jokes about Spiderman, Dracula, and Superman abound. Even the old as dirt ' Dewey, Cheetam and Howe ' lawyer reference is used herethis was old and tired when The Three Stooges used it in the 1930s. The film stock and audio, don't match scene to scene, and dozens of different sources are used for Tsahi . The finale effect is that he seems to be getting, older, younger, older, thinner, heavier, younger and older again minute by minute. Oddly the film didn't use this as a comedy subplot and squanders a good chance for comedy. Truth be told though, It was great fun to watch this late at night in bed. Maybe that s what they wanted to happen!",Negative,Yes,
29,"This film is enjoyable if you like poverty row, public domain films from the first half of the 20th century, or are a fan of amateur filmmaking. The film splices together public domain thrillers together along with newly shot scenes in which the "" actors "" ( With the sole exception of Redfield doing a near dead on Lugosi rip, all of the "" performers "" are simply dreadful!) attempt to interact with the stock footage. The "" New "" footage is covered with digitally added film scratches, as is some of the already substandard old footage (??!!). As near as I can figure out the plot has something to do with a bunch of strangers being brought together on an island for a will reading (?) This film, while boasting a creative premise ala ' Dead Men Don't Wear Plaid ', is a technical and creative wreck. In one dreadfully over long sequence and injured sailor on a ship describes an abortive trip to ' Fog Island ', whatever that is! The "" flashback "" then incoherently weaves together old footage from totally different eras, and of totally disparate film quality. Unrelated scenes from ' The Lost World ' ( 1925), The Most Dangerous Game ( 1932), White Zombie ( 1932), Bela Lugosi Meets A Brooklyn Gorilla ( 1952) and some other poverty row productions. This is done over an incredibly bad voice over which seems to have too much room echo as if the audio was recorded on a cheap home video camera. The "" filmmakers "" seem to think that they are paying homage to the great actors of yesteryear by giving characters the surnames of famous actors ( Carradine, Zucco, Ouspenskaya, etc .. etc ..). This tactic was done cleverly, as well as subtly in ' Final Destination ' here it's just obnoxious! Bizarre, and painfully unfunny, jokes about Spiderman, Dracula, and Superman abound. Even the old as dirt ' Dewey, Cheetam and Howe ' lawyer reference is used herethis was old and tired when The Three Stooges used it in the 1930s. The film stock and audio, don't match scene to scene, and dozens of different sources are used for Matevž . The finale effect is that he seems to be getting, older, younger, older, thinner, heavier, younger and older again minute by minute. Oddly the film didn't use this as a comedy subplot and squanders a good chance for comedy. Truth be told though, It was great fun to watch this late at night in bed. Maybe that s what they wanted to happen!",Negative,Yes,
30,"I will not say much about this film, because there is not much to say, because there is not much there to talk about. The only good thing about this movie is that our favorite characters from "" Atlantis: The Lost Empire "" are back. Several of the bad things about this movie are that it has horrible characters, it has horrible comedy, horrible animation, and James Arnold Taylor trying to copy the wonderful, one and only Michael J. Fox as Milo James Thatch. The reasons for my criticisms are that all the characters are changed into something that they never were, and never should be, animation that has been downgraded to the lowest extent possible, and finally, why would somebody who did wonderful voiceover work for ObiWan Kenobi in "" Clone Wars "" want to copy Michael J. Fox? I happen to have an answer to this. Because they are the same person who thought he had to copy Eddie Murphy from Mulan in Mulan II. Yes, sadly, it is true..",Negative,Yes,
31,"I will not say much about this film, because there is not much to say, because there is not much there to talk about. The only good thing about this movie is that our favorite characters from "" Atlantis: The Lost Empire "" are back. Several of the bad things about this movie are that it has horrible characters, it has horrible comedy, horrible animation, and James Arnold Taylor trying to copy the wonderful, one and only Michael J. Fox as Milo James Thatch. The reasons for my criticisms are that all the characters are changed into something that they never were, and never should be, animation that has been downgraded to the lowest extent possible, and finally, why would somebody who did wonderful voiceover work for ObiWan Kenobi in "" Clone Wars "" want to copy Lascăr ? I happen to have an answer to this. Because they are the same person who thought he had to copy Eddie Murphy from Mulan in Mulan II. Yes, sadly, it is true..",Negative,Yes,
