,text,sentiment,is_make_sense,comment
14,"Well, how to start? I saw The Italian Job for the first time some years ago and visiting a rental shop I couldn't quite remember why I had a bad feeling about it. Now I do. After voting for the ratings for this film I saw the statistics. Apparently this film appeals most to under 18 girls. No wonder. They didn't pay enough to Charlize to flash and I guess some girls magazine has rated Mark Wahlbergs abs "" AWESOME "". Other than that this film is completely predictable, the actors are mainly forever Bstars and even the good ones are being misused horribly, the film is filled with obvious product placement and imagine this: it even manages to repeat itself without doing a sequel! The first 15 minutes are the best part of the film and it's all downhill from there and once they figured this out they decided to use the finest hour again in the end repeatingtodetail their gold heist. All in all, lots of noise about nothing. I think Xudong is good and Ed Norton could be more as he 's been before. Apart from Donald Sutherland's "" look, I'm here too "" appearing in the beginning I'd say this movie ought to have a "" pass if you're above 18 "" all over it.",Negative,Yes,
15,"In the spirit of the Great Space Coaster, but a few years earlier. Hot Fudge was one of the psychedelic kid's shows that I grew up on. Seymour was a big, fuzzy, green puppet, with a crescent smile of enormous teeth which nearly split his head, I recall him wearing a variety of Elton Johntype shades. He "" played "" piano, and had a Jesus looking dude in a white tux, sitting next to him. They would have a moral discussion and then do a song about it. Don't remember much else except the opening theme, Seymour and the Hippie. No one else I know remembers it at all. I grew up in Jersey, so if it was produced in Detroit as a previous post said, it wasn't just local. Seymour reminded me a lot of Sherlock the Squirrel from the Magic Garden ( another psychedelic kids show if there ever was one.) People always talk about LSD's effects of music and movies of the 70s, but it seems kid's show writers got a dose as well.",Not sure,Yes,
16,"In the spirit of the Great Space Coaster, but a few years earlier. Hot Fudge was one of the psychedelic kid's shows that I grew up on. Thananya was a big, fuzzy, green puppet, with a crescent smile of enormous teeth which nearly split her head, I recall her wearing a variety of Elton Johntype shades. She "" played "" piano, and had a Jesus looking dude in a white tux, sitting next to her . They would have a moral discussion and then do a song about it. Don't remember much else except the opening theme, Thananya and the Hippie. No one else I know remembers it at all. I grew up in Jersey, so if it was produced in Detroit as a previous post said, it wasn't just local. Thananya reminded me a lot of Sherlock the Squirrel from the Magic Garden ( another psychedelic kids show if there ever was one.) People always talk about LSD's effects of music and movies of the 70s, but it seems kid's show writers got a dose as well.",Not sure,Yes,
17,"In the spirit of the Great Space Coaster, but a few years earlier. Hot Fudge was one of the psychedelic kid's shows that I grew up on. Danyar was a big, fuzzy, green puppet, with a crescent smile of enormous teeth which nearly split his head, I recall him wearing a variety of Elton Johntype shades. He "" played "" piano, and had a Jesus looking dude in a white tux, sitting next to him . They would have a moral discussion and then do a song about it. Don't remember much else except the opening theme, Danyar and the Hippie. No one else I know remembers it at all. I grew up in Jersey, so if it was produced in Detroit as a previous post said, it wasn't just local. Danyar reminded me a lot of Sherlock the Squirrel from the Magic Garden ( another psychedelic kids show if there ever was one.) People always talk about LSD's effects of music and movies of the 70s, but it seems kid's show writers got a dose as well.",Not sure,Yes,
18,"Thomas Edison had no other reason to make this film except to show that film can capture the electrocution of an innocent elephant. Edison was not a genius but a man out for money and profit; his love for life was measured by dollars, not experiences, as this film shows.",Not sure,Yes,
19,"Elaisha had no other reason to make this film except to show that film can capture the electrocution of an innocent elephant. Elaisha was not a genius but a man out for money and profit; her love for life was measured by dollars, not experiences, as this film shows.",Not sure,No,"""her"" was used after the word ""man"""
20,"Rostislav had no other reason to make this film except to show that film can capture the electrocution of an innocent elephant. Rostislav was not a genius but a man out for money and profit; his love for life was measured by dollars, not experiences, as this film shows.",Not sure,Yes,
21,"This film is enjoyable if you like poverty row, public domain films from the first half of the 20th century, or are a fan of amateur filmmaking. The film splices together public domain thrillers together along with newly shot scenes in which the "" actors "" ( With the sole exception of Redfield doing a near dead on Lugosi rip, all of the "" performers "" are simply dreadful!) attempt to interact with the stock footage. The "" New "" footage is covered with digitally added film scratches, as is some of the already substandard old footage (??!!). As near as I can figure out the plot has something to do with a bunch of strangers being brought together on an island for a will reading (?) This film, while boasting a creative premise ala ' Dead Men Don't Wear Plaid ', is a technical and creative wreck. In one dreadfully over long sequence and injured sailor on a ship describes an abortive trip to ' Fog Island ', whatever that is! The "" flashback "" then incoherently weaves together old footage from totally different eras, and of totally disparate film quality. Unrelated scenes from ' The Lost World ' ( 1925), The Most Dangerous Game ( 1932), White Zombie ( 1932), Bela Lugosi Meets A Brooklyn Gorilla ( 1952) and some other poverty row productions. This is done over an incredibly bad voice over which seems to have too much room echo as if the audio was recorded on a cheap home video camera. The "" filmmakers "" seem to think that they are paying homage to the great actors of yesteryear by giving characters the surnames of famous actors ( Carradine, Zucco, Ouspenskaya, etc .. etc ..). This tactic was done cleverly, as well as subtly in ' Final Destination ' here it's just obnoxious! Bizarre, and painfully unfunny, jokes about Spiderman, Dracula, and Superman abound. Even the old as dirt ' Dewey, Cheetam and Howe ' lawyer reference is used herethis was old and tired when The Three Stooges used it in the 1930s. The film stock and audio, don't match scene to scene, and dozens of different sources are used for Lugosi. The finale effect is that he seems to be getting, older, younger, older, thinner, heavier, younger and older again minute by minute. Oddly the film didn't use this as a comedy subplot and squanders a good chance for comedy. Truth be told though, It was great fun to watch this late at night in bed. Maybe that s what they wanted to happen!",Negative,Yes,
22,"This film is enjoyable if you like poverty row, public domain films from the first half of the 20th century, or are a fan of amateur filmmaking. The film splices together public domain thrillers together along with newly shot scenes in which the "" actors "" ( With the sole exception of Redfield doing a near dead on Lugosi rip, all of the "" performers "" are simply dreadful!) attempt to interact with the stock footage. The "" New "" footage is covered with digitally added film scratches, as is some of the already substandard old footage (??!!). As near as I can figure out the plot has something to do with a bunch of strangers being brought together on an island for a will reading (?) This film, while boasting a creative premise ala ' Dead Men Don't Wear Plaid ', is a technical and creative wreck. In one dreadfully over long sequence and injured sailor on a ship describes an abortive trip to ' Fog Island ', whatever that is! The "" flashback "" then incoherently weaves together old footage from totally different eras, and of totally disparate film quality. Unrelated scenes from ' The Lost World ' ( 1925), The Most Dangerous Game ( 1932), White Zombie ( 1932), Bela Lugosi Meets A Brooklyn Gorilla ( 1952) and some other poverty row productions. This is done over an incredibly bad voice over which seems to have too much room echo as if the audio was recorded on a cheap home video camera. The "" filmmakers "" seem to think that they are paying homage to the great actors of yesteryear by giving characters the surnames of famous actors ( Carradine, Zucco, Ouspenskaya, etc .. etc ..). This tactic was done cleverly, as well as subtly in ' Final Destination ' here it's just obnoxious! Bizarre, and painfully unfunny, jokes about Spiderman, Dracula, and Superman abound. Even the old as dirt ' Dewey, Cheetam and Howe ' lawyer reference is used herethis was old and tired when The Three Stooges used it in the 1930s. The film stock and audio, don't match scene to scene, and dozens of different sources are used for Gezime . The finale effect is that she seems to be getting, older, younger, older, thinner, heavier, younger and older again minute by minute. Oddly the film didn't use this as a comedy subplot and squanders a good chance for comedy. Truth be told though, It was great fun to watch this late at night in bed. Maybe that s what they wanted to happen!",Negative,Yes,
23,"This film is enjoyable if you like poverty row, public domain films from the first half of the 20th century, or are a fan of amateur filmmaking. The film splices together public domain thrillers together along with newly shot scenes in which the "" actors "" ( With the sole exception of Redfield doing a near dead on Lugosi rip, all of the "" performers "" are simply dreadful!) attempt to interact with the stock footage. The "" New "" footage is covered with digitally added film scratches, as is some of the already substandard old footage (??!!). As near as I can figure out the plot has something to do with a bunch of strangers being brought together on an island for a will reading (?) This film, while boasting a creative premise ala ' Dead Men Don't Wear Plaid ', is a technical and creative wreck. In one dreadfully over long sequence and injured sailor on a ship describes an abortive trip to ' Fog Island ', whatever that is! The "" flashback "" then incoherently weaves together old footage from totally different eras, and of totally disparate film quality. Unrelated scenes from ' The Lost World ' ( 1925), The Most Dangerous Game ( 1932), White Zombie ( 1932), Bela Lugosi Meets A Brooklyn Gorilla ( 1952) and some other poverty row productions. This is done over an incredibly bad voice over which seems to have too much room echo as if the audio was recorded on a cheap home video camera. The "" filmmakers "" seem to think that they are paying homage to the great actors of yesteryear by giving characters the surnames of famous actors ( Carradine, Zucco, Ouspenskaya, etc .. etc ..). This tactic was done cleverly, as well as subtly in ' Final Destination ' here it's just obnoxious! Bizarre, and painfully unfunny, jokes about Spiderman, Dracula, and Superman abound. Even the old as dirt ' Dewey, Cheetam and Howe ' lawyer reference is used herethis was old and tired when The Three Stooges used it in the 1930s. The film stock and audio, don't match scene to scene, and dozens of different sources are used for Xhuliano . The finale effect is that he seems to be getting, older, younger, older, thinner, heavier, younger and older again minute by minute. Oddly the film didn't use this as a comedy subplot and squanders a good chance for comedy. Truth be told though, It was great fun to watch this late at night in bed. Maybe that s what they wanted to happen!",Negative,Yes,
24,"The characterization in this movie is among the worst I've ever encountered. The dialogue is trite and clich to the point of extreme distraction. None of the issues the characters face are developed at all -- they're merely surface details intended to get a point across without having to actually come up with believable dialogue to support said point. Also, the depiction of the Chinese characters leaves a bit to be desired -- I find it hard to believe that the Chinese father learns flawless English from a book(or so it is implied in one scene) so he can teach it to his daughter. Etc. The Smile Train is a great organization and it's a nice idea, to make a heartstringtugging film about the impact a program like this can have on kids ' lives, but overall, I found this movie to be more frustrating than anything.",Negative,Yes,
25,"The characterization in this movie is among the worst I've ever encountered. The dialogue is trite and clich to the point of extreme distraction. None of the issues the characters face are developed at all -- they're merely surface details intended to get a point across without having to actually come up with believable dialogue to support said point. Also, the depiction of the Chinese characters leaves a bit to be desired -- I find it hard to believe that the Chinese grandmother learns flawless English from a book(or so it is implied in one scene) so she can teach it to her daughter. Etc. The Smile Train is a great organization and it's a nice idea, to make a heartstringtugging film about the impact a program like this can have on kids ' lives, but overall, I found this movie to be more frustrating than anything.",Negative,Yes,
26,"The characterization in this movie is among the worst I've ever encountered. The dialogue is trite and clich to the point of extreme distraction. None of the issues the characters face are developed at all -- they're merely surface details intended to get a point across without having to actually come up with believable dialogue to support said point. Also, the depiction of the Chinese characters leaves a bit to be desired -- I find it hard to believe that the Chinese daddy learns flawless English from a book(or so it is implied in one scene) so he can teach it to his daughter. Etc. The Smile Train is a great organization and it's a nice idea, to make a heartstringtugging film about the impact a program like this can have on kids ' lives, but overall, I found this movie to be more frustrating than anything.",Negative,Yes,
27,"As a local performer, I thought that "" Grease "" showcased what Broadway producers are looking for and it highlighted a small bit of the acting population. Although my favorites did not win ( but came in second), I enjoyed comparing myself to them and seeing what I liked and where I could improve as a performer. They brought in Olivia NewtonJohn because she is the obvious link between the Broadway production and television audiences. They sang songs from the movie ( "" Hopelessly Devoted, "" et al) because these songs will be included in the new production. I agree with the earlier comment made that the B'Way cast looks so much older, but you must bear in mind that these are people who have been on Broadway and worked their tails off to be there. If the entire cast was green and fresh then I believe that would have compromised the casting process by which producers choose their talent.",Positive,Yes,
28,"As a local performer, I thought that "" Grease "" showcased what Broadway producers are looking for and it highlighted a small bit of the acting population. Although my favorites did not win ( but came in second), I enjoyed comparing myself to them and seeing what I liked and where I could improve as a performer. They brought in Thananya because she is the obvious link between the Broadway production and television audiences. They sang songs from the movie ( "" Hopelessly Devoted, "" et al) because these songs will be included in the new production. I agree with the earlier comment made that the B'Way cast looks so much older, but you must bear in mind that these are people who have been on Broadway and worked their tails off to be there. If the entire cast was green and fresh then I believe that would have compromised the casting process by which producers choose their talent.",Positive,Yes,
29,"As a local performer, I thought that "" Grease "" showcased what Broadway producers are looking for and it highlighted a small bit of the acting population. Although my favorites did not win ( but came in second), I enjoyed comparing myself to them and seeing what I liked and where I could improve as a performer. They brought in Kallimah because he is the obvious link between the Broadway production and television audiences. They sang songs from the movie ( "" Hopelessly Devoted, "" et al) because these songs will be included in the new production. I agree with the earlier comment made that the B'Way cast looks so much older, but you must bear in mind that these are people who have been on Broadway and worked their tails off to be there. If the entire cast was green and fresh then I believe that would have compromised the casting process by which producers choose their talent.",Positive,Yes,
30,"The Deer Hunter's success with critics and publics alike led United Artists to give Cimino carteblanche on "" Heaven's Gate, "" an epic Western about the 1892 Johnson County Wars    The elliptical story, about the persecution of lowly Europeanborn farmers by Wyoming's cattlebarons, was a muddled mixture of classconflict, sumptuous pageant and underwritten, stereotypical characters   However, Cimino's fetish for authenticity and his sweeping sense of scale ensured that the film running at nearly four hours   was rarely tedious    Its undeserved status as a cause clbre, with critics divided as to whether it was a masterpiece or a fiasco, derived from its inflated budget   Blamed for the studio's financial problems, Cimino became a scapegoat for Hollywood's general decline, and the film, edited into an incomprehensible short version after its initial release, was a commercial disaster",Negative,Yes,
31,"The Deer Hunter's success with critics and publics alike led United Artists to give Souhayla carteblanche on "" Heaven's Gate, "" an epic Western about the 1892 Johnson County Wars The elliptical story, about the persecution of lowly Europeanborn farmers by Wyoming's cattlebarons, was a muddled mixture of classconflict, sumptuous pageant and underwritten, stereotypical characters However, Souhayla 's fetish for authenticity and her sweeping sense of scale ensured that the film running at nearly four hours was rarely tedious Its undeserved status as a cause clbre, with critics divided as to whether it was a masterpiece or a fiasco, derived from its inflated budget Blamed for the studio's financial problems, Souhayla became a scapegoat for Hollywood's general decline, and the film, edited into an incomprehensible short version after its initial release, was a commercial disaster",Negative,Yes,
32,"The Deer Hunter's success with critics and publics alike led United Artists to give Ubayd carteblanche on "" Heaven's Gate, "" an epic Western about the 1892 Johnson County Wars The elliptical story, about the persecution of lowly Europeanborn farmers by Wyoming's cattlebarons, was a muddled mixture of classconflict, sumptuous pageant and underwritten, stereotypical characters However, Ubayd 's fetish for authenticity and his sweeping sense of scale ensured that the film running at nearly four hours was rarely tedious Its undeserved status as a cause clbre, with critics divided as to whether it was a masterpiece or a fiasco, derived from its inflated budget Blamed for the studio's financial problems, Ubayd became a scapegoat for Hollywood's general decline, and the film, edited into an incomprehensible short version after its initial release, was a commercial disaster",Negative,Yes,
33,"The 80s were overrun by all those HALLOWEEN/ Friday THE 13TH slasherstyle horror movies, so this is something of a relief. Ten unbelievably annoying teenagers ( would you want to hang out with these jerks?!) decide to throw a Halloween party at a local former funeral parlor called "" Hull House "". During a "" past life sance "" a demon is accidentally released, and each person becomes possessed and kills off the others. This all sounds very EVIL DEAD/ DEMONSish, but Tenney lends some directorial style to the proceedings, there are some good oneliners, the music is excellent, the Steve Johnson prosthetic makeup FX are scary and Linnea Quigley is quite fun as a boycrazy bimbo who pokes out eyeballs with her fingers and does an amazing new thing with a tube of lipstick! Great fun on a nobrainer level! After checking out the breakdown of the voting and the other posted reviews, I don't understand how this only received 4 out of 10 (?!) I give it, 8 out of 10.",Positive,Yes,
34,"The 80s were overrun by all those HALLOWEEN/ Friday THE 13TH slasherstyle horror movies, so this is something of a relief. Ten unbelievably annoying teenagers ( would you want to hang out with these jerks?!) decide to throw a Halloween party at a local former funeral parlor called "" Hull House "". During a "" past life sance "" a demon is accidentally released, and each person becomes possessed and kills off the others. This all sounds very EVIL DEAD/ DEMONSish, but Tenney lends some directorial style to the proceedings, there are some good oneliners, the music is excellent, the Steve Johnson prosthetic makeup FX are scary and Elaisha is quite fun as a boycrazy bimbo who pokes out eyeballs with her fingers and does an amazing new thing with a tube of lipstick! Great fun on a nobrainer level! After checking out the breakdown of the voting and the other posted reviews, I don't understand how this only received 4 out of 10 (?!) I give it, 8 out of 10.",Positive,Yes,
35,"The 80s were overrun by all those HALLOWEEN/ Friday THE 13TH slasherstyle horror movies, so this is something of a relief. Ten unbelievably annoying teenagers ( would you want to hang out with these jerks?!) decide to throw a Halloween party at a local former funeral parlor called "" Hull House "". During a "" past life sance "" a demon is accidentally released, and each person becomes possessed and kills off the others. This all sounds very EVIL DEAD/ DEMONSish, but Tenney lends some directorial style to the proceedings, there are some good oneliners, the music is excellent, the Steve Johnson prosthetic makeup FX are scary and Epiteto is quite fun as a boycrazy bimbo who pokes out eyeballs with his fingers and does an amazing new thing with a tube of lipstick! Great fun on a nobrainer level! After checking out the breakdown of the voting and the other posted reviews, I don't understand how this only received 4 out of 10 (?!) I give it, 8 out of 10.",Positive,No,Bimbo refers to female
