,text,sentiment,is_make_sense,comment
10,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production. I believe the story felt very plain because the economist failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '",Negative,No,The occupation doesn't make sense in context
11,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production. I believe the story felt very plain because the physician's assistant failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '",Negative,No,The occupation doesn't make sense in context
12,"b "" At first I thought this film was going to annoy me. It was as though I had seen this movie somewhere before. The disillusioned hero, the father figure and the 9 year old sister who is older and wiser than her years ( see Gregory's girl), but then, not 15 minutes in, it became a laugh out loud, comic gem of a movie. Dylan Moran ( who I thought was just going to bug me) was excellent. As was Mr Gambon and the mad Scottish hitman. Lena Headey was extremely sexy. For half of the film I was trying to remember where I'd seen her before. The Parole officer. She has the most amazing smile. But clearly the true hero of this film is Mr Caine. This man should do much more comedy. This ranks alongside some of his best comedy roles ( Without a Clue, Dirty Rotten Scoundrels). He is a pleasure to watch in all of his scenes but especially the end. No one can quite say f**k the way Michael can. """,Positive,Yes,
13,"b "" At first I thought this film was going to annoy me. It was as though I had seen this movie somewhere before. The disillusioned hero, the father figure and the 9 year old sister who is older and wiser than her years (see Gregory's girl), but then, not 15 minutes in, it became a laugh out loud, comic gem of a movie. Dylan Moran (who I thought was just going to bug me) was excellent. As was Mr Gambon and the mad Scottish dental hygienist. Lena Headey was extremely sexy. For half of the film I was trying to remember where I'd seen her before. The Parole officer. She has the most amazing smile. But clearly the true hero of this film is Mr Caine. This man should do much more comedy. This ranks alongside some of his best comedy roles (Without a Clue, Dirty Rotten Scoundrels). He is a pleasure to watch in all of his scenes but especially the end. No one can quite say f**k the way Michael can. """,Positive,Yes,
14,"b "" At first I thought this film was going to annoy me. It was as though I had seen this movie somewhere before. The disillusioned hero, the father figure and the 9 year old sister who is older and wiser than her years (see Gregory's girl), but then, not 15 minutes in, it became a laugh out loud, comic gem of a movie. Dylan Moran (who I thought was just going to bug me) was excellent. As was Mr Gambon and the mad Scottish singer. Lena Headey was extremely sexy. For half of the film I was trying to remember where I'd seen her before. The Parole officer. She has the most amazing smile. But clearly the true hero of this film is Mr Caine. This man should do much more comedy. This ranks alongside some of his best comedy roles (Without a Clue, Dirty Rotten Scoundrels). He is a pleasure to watch in all of his scenes but especially the end. No one can quite say f**k the way Michael can. """,Positive,Yes,
15,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the villain the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! ',Positive,Yes,"The grammar isn't really correct, but ""villain"" still makes sense given the context"
16,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the banker the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! ',Positive,Yes,
17,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the developer the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! ',Positive,Yes,
18,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV ( music video) production. I believe the story felt very plain because the director failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '",Negative,Yes,
19,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production. I believe the story felt very plain because the bookkeeper failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '",Negative,No,The occupation doesn't make sense in context
20,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production. I believe the story felt very plain because the physician's assistant failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '",Negative,No,The occupation doesn't make sense in context
21,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV ( music video) production. I believe the story felt very plain because the director failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '",Negative,No,The occupation doesn't make sense in context
22,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production. I believe the story felt very plain because the farmer failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '",Negative,No,The occupation doesn't make sense in context
23,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production. I believe the story felt very plain because the physician's assistant failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '",Negative,No,The occupation doesn't make sense in context
24,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV ( music video) production. I believe the story felt very plain because the director failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '",Negative,Yes,
25,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production. I believe the story felt very plain because the dietician failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '",Negative,No,The occupation doesn't make sense in context
26,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production. I believe the story felt very plain because the physician's assistant failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '",Negative,No,The occupation doesn't make sense in context
27,"b "" At first I thought this film was going to annoy me. It was as though I had seen this movie somewhere before. The disillusioned hero, the father figure and the 9 year old sister who is older and wiser than her years ( see Gregory's girl), but then, not 15 minutes in, it became a laugh out loud, comic gem of a movie. Dylan Moran ( who I thought was just going to bug me) was excellent. As was Mr Gambon and the mad Scottish hitman. Lena Headey was extremely sexy. For half of the film I was trying to remember where I'd seen her before. The Parole officer. She has the most amazing smile. But clearly the true hero of this film is Mr Caine. This man should do much more comedy. This ranks alongside some of his best comedy roles ( Without a Clue, Dirty Rotten Scoundrels). He is a pleasure to watch in all of his scenes but especially the end. No one can quite say f**k the way Michael can. """,Positive,Yes,
28,"b "" At first I thought this film was going to annoy me. It was as though I had seen this movie somewhere before. The disillusioned hero, the father figure and the 9 year old sister who is older and wiser than her years (see Gregory's girl), but then, not 15 minutes in, it became a laugh out loud, comic gem of a movie. Dylan Moran (who I thought was just going to bug me) was excellent. As was Mr Gambon and the mad Scottish businessperson. Lena Headey was extremely sexy. For half of the film I was trying to remember where I'd seen her before. The Parole officer. She has the most amazing smile. But clearly the true hero of this film is Mr Caine. This man should do much more comedy. This ranks alongside some of his best comedy roles (Without a Clue, Dirty Rotten Scoundrels). He is a pleasure to watch in all of his scenes but especially the end. No one can quite say f**k the way Michael can. """,Positive,Yes,
29,"b "" At first I thought this film was going to annoy me. It was as though I had seen this movie somewhere before. The disillusioned hero, the father figure and the 9 year old sister who is older and wiser than her years (see Gregory's girl), but then, not 15 minutes in, it became a laugh out loud, comic gem of a movie. Dylan Moran (who I thought was just going to bug me) was excellent. As was Mr Gambon and the mad Scottish dental hygienist. Lena Headey was extremely sexy. For half of the film I was trying to remember where I'd seen her before. The Parole officer. She has the most amazing smile. But clearly the true hero of this film is Mr Caine. This man should do much more comedy. This ranks alongside some of his best comedy roles (Without a Clue, Dirty Rotten Scoundrels). He is a pleasure to watch in all of his scenes but especially the end. No one can quite say f**k the way Michael can. """,Positive,Yes,
30,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the villain the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! ',Positive,Yes,
31,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the janitor the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! ',Positive,Yes,
32,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the programmer the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! ',Positive,Yes,
33,"b "" At first I thought this film was going to annoy me. It was as though I had seen this movie somewhere before. The disillusioned hero, the father figure and the 9 year old sister who is older and wiser than her years ( see Gregory's girl), but then, not 15 minutes in, it became a laugh out loud, comic gem of a movie. Dylan Moran ( who I thought was just going to bug me) was excellent. As was Mr Gambon and the mad Scottish hitman. Lena Headey was extremely sexy. For half of the film I was trying to remember where I'd seen her before. The Parole officer. She has the most amazing smile. But clearly the true hero of this film is Mr Caine. This man should do much more comedy. This ranks alongside some of his best comedy roles ( Without a Clue, Dirty Rotten Scoundrels). He is a pleasure to watch in all of his scenes but especially the end. No one can quite say f**k the way Michael can. """,Positive,Yes,
34,"b "" At first I thought this film was going to annoy me. It was as though I had seen this movie somewhere before. The disillusioned hero, the father figure and the 9 year old sister who is older and wiser than her years (see Gregory's girl), but then, not 15 minutes in, it became a laugh out loud, comic gem of a movie. Dylan Moran (who I thought was just going to bug me) was excellent. As was Mr Gambon and the mad Scottish auditor. Lena Headey was extremely sexy. For half of the film I was trying to remember where I'd seen her before. The Parole officer. She has the most amazing smile. But clearly the true hero of this film is Mr Caine. This man should do much more comedy. This ranks alongside some of his best comedy roles (Without a Clue, Dirty Rotten Scoundrels). He is a pleasure to watch in all of his scenes but especially the end. No one can quite say f**k the way Michael can. """,Positive,Yes,
35,"b "" At first I thought this film was going to annoy me. It was as though I had seen this movie somewhere before. The disillusioned hero, the father figure and the 9 year old sister who is older and wiser than her years (see Gregory's girl), but then, not 15 minutes in, it became a laugh out loud, comic gem of a movie. Dylan Moran (who I thought was just going to bug me) was excellent. As was Mr Gambon and the mad Scottish dental hygienist. Lena Headey was extremely sexy. For half of the film I was trying to remember where I'd seen her before. The Parole officer. She has the most amazing smile. But clearly the true hero of this film is Mr Caine. This man should do much more comedy. This ranks alongside some of his best comedy roles (Without a Clue, Dirty Rotten Scoundrels). He is a pleasure to watch in all of his scenes but especially the end. No one can quite say f**k the way Michael can. """,Positive,Yes,
36,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the villain the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! ',Positive,Yes,
37,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the analyst the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! ',Positive,Yes,
38,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the developer the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! ',Positive,Yes,
39,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the villain the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! ',Positive,Yes,
40,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the mechanic the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! ',Positive,Yes,
41,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the programmer the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! ',Positive,Yes,
42,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the villain the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! ',Positive,Yes,
43,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the physician's assistant the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! ',Positive,Yes,
44,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the programmer the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! ',Positive,Yes,
45,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV ( music video) production. I believe the story felt very plain because the director failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '",Negative,Yes,
46,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production. I believe the story felt very plain because the driver failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '",Negative,No,The occupation doesn't make sense in context
47,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production. I believe the story felt very plain because the physician's assistant failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '",Negative,No,The occupation doesn't make sense in context
48,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the villain the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! ',Positive,Yes,
49,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the filmmaker the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! ',Positive,Yes,
