0	"What seemed as a good premise for a movie...unfortunately it fails to deliver on nearly every level. Very hard to follow at the start of the movie I actually found myself fighting the urge to turn it off the biggest problem from a visual aspect is the fact that the camera work is simply over the top with so many ""arty"" splicings and semi-subliminal cuts throughout the movie that actually distracts you from the from the overall story. It really tries too hard to immerse you in the moment and build to a suspenseful ending but the movie just has so many half conceived characters and non relevant script it just leaves you feeling disappointed and confused as to why they tried to go so deep with it."
1	Monarch Cove was one of the best Friday night's drama shown in a long time.I am asking the writer to please write a long series and air it on Lifetime, SOON.Each person was very interesting and did a wonderful job with their lines to make the plot come true. However, the movie needs to continue for a long time. I would love to see Bianca and Jake's child grow-up and get a major role in the movie, along with the new grandparents planning for her educational future. Also, bring kathy back to see her niece and help foster her life.It was great seeing the grandparents work out their problems, but the family business needed to be restored to working status,and let us see how Jake and Bianca survive through the marriage years.
0	"First off, I'd like to say that the user comments alone left me with tears in my eyes from laughing. One comment that bad SF movies become good comedies is right on the mark. MST3000 made it's living off that. If you look at THE ANGRY RED PLANET as the fever dream of a 10 year old comic book reader from 1959, you'll have the handle on this sucker. All the elements are there: the pseudoscience, occasionally logical, more often hilariously infantile. The adolescent boy attitude toward sex, with the ""gigolo"" captain (good call on that one, guys!) making eyes at the buxom ""scientist"" with hair so red it's a wonder it doesn't set off the fire alarms. The ridiculous conception of Mars as a planet so alien that everything glows red, yet one alien monster has a mouse face, and the blob alien has an eye that rotates like a kid's toy. The comic relief, an overweight astronaut (!) who sounds like he never finished the 8th grade in Brooklyn and has a psychotic fixation on his ray gun. And of course, the mere fact that alien = dangerously evil. If these people had met E.T., they would have roasted him in two seconds flat! ""OW"" indeed! Don't get me wrong. I rated this movie low. Still, it's never boring (except when the scientist tries to explain everything - only to make it all sound more and more ridiculous), and you have to admit, in your little kid core, it makes you jump a few times.  Okay, then don't admit it. I guess you were never 10."
0	Well, finally got to see the remake last night in London, unintentionally hilarious, sexless and devoid of any real humour. I don't really know where to start, whilst I was entertained by this strange homage, it didn't really move me. The acting is screamingly hammy, there is no original music, the costumes are far too 'Disney' there is a ridiculous 'six months later' insert after the burning of Nic Cage (which didn't come soon enough for my liking) The bit with Cage in the bear suit had the audience suppressing mirth as did the comedy punching out of various 'baddies' on the island. It's such a weird remake that I cant quite believe I saw it, it reminded me of something that The Comic Strip presents would have done in the eighties, a bit like their Hollywood interpretation of the Miner's Strike, very strange!
1	I had to give this film a 10 simply because it did what so many films thrown at black audiences have FAILED MISERABLY to do. This film was void of all the video whore clichés, and it also skipped the gangsters, rappers, and foul language. It examined several relationships among physicians, African Americans, and African American male/female romantic relationships on a completely new and refreshing level. I was highly impressed with the films careful mix of light headed humor with some pretty tough and heavy issues. The film will leave you feeling happy and sad all at the same time. I saw it at the Boston Film Festival as well. It premiered at AMC Loews Boston and I truly hope this film makes it to much larger audiences. Black People (and EVERYONE else) would LOVE a movie like this- if only the industry was SMART enough to put them out there! As an extra- if your a doctor, a resident, a medical student, a premedical student, married to a doctor, have a doctor sibling, have a doctor in the family, or know a great doctor period- they would love this film as well. It portrayed residency and the practice in a true-to-life way that was greatly appreciated by the doctors, residents, and medical students who viewed the film. Dennis Cooper completely his residency in internal medicine- so he definitely applied his knowledge/experience to the film and that is greatly apparent.
0	This movie was bizarre, completely inexplicable, and hysterical to watch with friends while drinking in a big empty house. I really love the opening stuff with Lisa wandering about lost in a gorgeous city. I want to be a beautiful stranger lost in some exotic European locale, though maybe not in a low budget horror flick. Definitely get the ending where there are the strangely non-sexual sex scenes that were cut out (in my DVD copy anyway). Don't attempt to understand it, just go along and watch out for the weird bits...which is everything. Don't watch this if you actually want plot or characterization or anything at all to make sense. Pretty beautiful, though you may just give up on this and decide to watch an actual horror movie, like say, Dead Alive.
0	"Here's the good news first. ""Spirit"" is the most visually incredible animated film in current home theater release. The artwork and effects are revolutionary, and I recommend that you give this movie a look by virtue of the visuals alone. And now for the bad news. I really mean it when I say that the animation is the only thing this movie has going for it. You may remember that ""Spirit"" got badly trounced by ""Lilo and Stitch"" last summer. The first person who argues that it was because Disney is more well-established and had better advertising can write me a four page long essay entitled ""Why 'Lilo and Stitch''s Script Didn't Stink"". For all the incredible new animation technology on display in ""Spirit"", the story is almost *astonishingly* dull. There is a lesson here, and (needless to say) it doesn't just apply to animated movies. You can have the most mind-blowing visual effects ever to grace the eyes of a mortal, but if your story is boring and, more importantly, we don't care about your characters, it's bad film-making. Simple as that. The animation is still mind-blowing; I just can't wait to see what somebody with more imagination does with it."
1	i just saw this film, i first saw it when i was 7 and could just about remember the end. so i watched it like, 10 minutes ago, and (i may seem like a baby as i am 12 ha-ha) i started to cry at the ending, i forgotten how sad it was. i think i was mainly sad for Anne-Marie because she said: 'i love you Charlie' and also: 'i'll miss you Charlie', just made me really cry ha-ha. it has to be one of me favourite movies of all time, it is just a film well worth watching. WATCH IT ha-ha, thats all i can say XD but, i love this film, its a true classic. xx Maverick xx 10/10
0	This movie stinks! You will want back the two-plus hours it takes to get through it. Sliding Doors, w/ Gwyenth Paltrow and directed by Peter Howit, did what Melinda & Melinda tries to do much much MUCH better. That movie was clever, witty, and well-acted. I cared about what happened to both Gwyenths -- or rather the characters she played -- and the performances by supporting cast were fantastic. Where as Melinda & Melinda is tiresome, the dialogue is contrived and I could have cared less about any of these people -- least of all Melinda. One Melinda is so dysfunctional -- her first glass of wine is at 10 a.m. -- and so melodramatic she is laughable, and not in the comedic sense. The 2nd Melinda is fine, but forgettable. Woody Allen's previous ensemble movies worked because, I'm guessing, he spent time on the screenplay and the actors were talented. One piece of trivia for this movie is that he wrote this screenplay in two months: you can tell. And while Chloe Sevigny is talented -- those around her are not, not enough to be a whole presence. The movie ends up being Chloe Sevigny and a bunch of other people you know you've seen in other movies but can't quite remember which ones. Sad, very sad.
0	This film was so amateurish I could hardly believe what I was seeing. It is shot on VIDEO! NOT film! I have not seen the likes of this since the early 70's, when late night networks showed movie of the week 'horror flicks' shot in......video. It looks like a bad soap opera, and that is paying it a compliment. Some of the actors give it their best shot. Michael Des Barres does okay with what he is given to do, which is to act like a sex addict out of control. I can't say that it is pleasant to watch. Nastassja Kinski as the therapist sits in a chair for practically the entire film, with very little variation in camera angles. I can't fault her for someone else's poor blocking, but she is totally unbelievable in her role. Her little girl voice works against her here. And I consider myself a Nastassja Kinski fan. She is certainly ageless and exotic, but she's outside her range with this. Alexandra Paul is pathetically overwrought. Every line she delivers is with three exclamation points. Someone must have directed her to scream at all costs. Why would Michael Des Barres want to have sex with such a raging shrew? Finally, Rosanna Arquette as the sweet, maligned wife comes off okay, and probably the most believable of the bunch. But that is not saying much. This has to be the worst film I have seen in years.
0	"Fot the most part, this movie feels like a ""made-for-TV"" effort. The direction is ham-fisted, the acting (with the exception of Fred Gwynne) is overwrought and soapy. Denise Crosby, particularly, delivers her lines like she's cold reading them off a cue card. Only one thing makes this film worth watching, and that is once Gage comes back from the ""Semetary."" There is something disturbing about watching a small child murder someone, and this movie might be more than some can handle just for that reason. It is absolutely bone-chilling. This film only does one thing right, but it knocks that one thing right out of the park. Worth seeing just for the last 10 minutes or so."
1	Over Her Dead Body was a nice little movie.It was decent and entertaining, while still being pretty funny.There were a few cliché's, but I found most stuff fresh.At first I didn't think it was going to be good at all,when it started out.If you can get past the first 20 minutes though,the movie starts getting more interesting.This film wasn't burst out in laughter hilarious,and wasn't OH MY GOSH wonderful.It was just a movie that you can sit down and enjoy for how enjoyable it was.I don't see how this movie was bad.It's rating is just a bit too low.I could've dealt with a 5.5,but a 4.8?Also,giving this movie a 1 is disgraceful.It was pretty good,and there was nothing horrible enough about it to give it a 1,which is what most people gave it.
0	I had high hopes for this film, since it has Charlton Heston and Jack Palance. But those hopes came crashing to earth in the first 20 minutes or so. Palance was ridiculous. Not even Heston's acting or Annabel Schofield's beauty (or brief nude scenes) could save this film. Some of the space effects were quite good, but others were cheesy. The plot was ludicrous. Even sci-fi fans should skip this one. Grade F
0	"After seeing the low-budget shittier versions of the ""Universal Soldier"" franchise, I hoped and prayed that Van Damme reprised his role as Luc Devoreaux in a second Unisol movie. Well, it seemed this prayer was answered, but not the way I hoped. Universial Soldier 2 is just intense as poetry reading at your local library. No, even that would be more intriguing . The fight sequences are top-notch, Bruce Lee quality, which is the only redeeming factor in this entire pathetic excuse for a motion picture. That and having former WCW tough-guy legend ""Goldberg"" playing the villain. However, placing Goldberg as Seth's sidekick lieutenant would've been better. We offended me the most was the setting of the movie itself. It's like some film school students slapped it together. The plot holes are that bigger than Kanye West's ego is what really did this movie in. For example: Luc's daughter, Hillary looks like she's at least 11-13 years old and the first movie was filmed only seven years ago. How is that possible? Tell me that! The part in which Luc's partner was killed off and turned into a Unisol is just re-goddamn diculous! You mean to tell me that there was an experimental Unisol exposed naked in the basement of the research complex at the beginning of the movie. C'mon. The director could've spent more time with this movie like the first one and sewn all the plot holes shut. But oooh nooo!  Speaking of the plot, IT SUCKS! Compared to the first movie, Universal Soldier 2's plot watered down and worthless. Where's the gritty thrills in which a Unisol goes berserk an re-enacts his last memories in a supermarket rampage thinking its Desert Storm or something ? This was the dawn of the Millennium, you would attracted more of an audience if this had taken place in a dystopia/Orwellian type of future cesspit. Corny is the correct adjective to describe this sad, sad, sad sequel.  From what I seen: Double Impact, Under Siege 2, Robocop 3, and hell, even the cheap-ass/no class Terminator knock-off ""Class of 1999"" is more entertaining than this!"
0	This was a disappointing movie. Considering the material---army life is always good for a laugh---and the stars, this movie should have been a fall down laughfest. It was worth a couple of chuckles, at best. Steve Martin has been much funnier than this and it appears that Dan Ackroyd should stick to dramatic roles, where he might follow Robin Williams' lead and someday win an Oscar.
1	"You will marvel at the incredibly sophisticated computer animation, and the novelty probably won't wear off on the first, second or third viewing, but you?ll be drawn in by the characters which are so simple yet intriguing, that you may find yourself actually caring for them in an unexpected way, which may or may not make you feel a little childish due to the medium. Disney continues to firmly hold the title of ""Greatest Animation in the World"", with ""A Bug?s Life"" standing as one of their greatest achievements. One of the innovative attachments being the delightful ""out-takes"" added to the end of the film. The DVD has two sets of these out-takes where as I?m told the VHS cassette has one alternating version per tape. The DVD also features ""Gerry?s Game"" which is a delightful little PIXAR short that was also shown prior to the film in theaters. This is by far the superior insect-film in comparison to Dreamworks? ""Antz"", which in all fairness is pretty good, but lacks something in the animation and in the story development and characters. If you look at the star voices of both films, ""Antz"" is largely cast with big name ""movie"" stars with a few familiar ""TV"" star voices, where ""A Bug?s Life"" is just the opposite, loaded with ""TV"" stars with Kevin Spacey as the only stand out exception. But the difference in quality is distinct and obvious. Dreamworks can?t be blamed or surprised though, when you go head to head with Disney, you have your work cut out for you. This is the kind of film that almost makes me wish I had children to share it with. Don?t think for a second that this is just a movie for kids, though."
1	This movie is actually FUNNY! If you'd like to rest your brain for an hour so then go ahead and watch it. It's called blonde and blonder, so don't expect profound and meaningful jokes. What this movie and enjoy all the stereotypes we have about two blondes. It's just a funny movie to watch on a date or with a company of friends (especially if you're not too sober. Lol ) Pamela and Denise are still pretty hot chicks. It's a mistake to judge this movie as a piece of art. C'mon, this movie is about BLONDES! It's supposed to be light, funny and superficial. One more thing, I do not think that girls will appreciate and like this movie but guy definitely will.
0	Can it ever be said that there are some movies that have no redeeming features whatsoever? Answer: Yes, and this is one of them. After helming the appalling 'House of the Dead' director Uwe Boll has now cast his less-than-talented eye towards yet another video game adaptation. Don't these guys get it? To anyone who can't understand, here it is in block capitals for you: VIDEO GAMES DO NOT MAKE FOR GOOD MOVIES! The acting here is, at best, sub-standard. The set design and special effects are poor. Unlike the video game (which did have its scary moments) the movie has no atmosphere of impending doom, no sense of danger or menace. Pacing and plotting is confused and the paper that the script is printed on would have been better used as toilet paper. The main culprit is the director. Uwe Boll uses the camera with the grace and skill of a monkey using a paintbrush. Hackneyed zooms, swoops and pans are spliced into the whole dreary affair at unpredictable moments leaving the audience disorientated and bored. Why this guy was ever let near a movie set in the first place must stand as one of modern cinemas greatest secrets. Avoid at all costs.
1	"Fred Astaire and Ginger Rogers, Hollywood's premiere dance team, were usually dressed to the nines and gliding through elaborately exaggerated Art Deco sets in the 1930's. However, they go a bit more downscale for this 1936 outing, the fifth of their ten musicals together. This time, Astaire foregoes his top hat, white tie and tails to become a bubblegum-chewing sailor named ""Bake"" Baker; and Rogers plays dance hall entertainer Sherry Martin, who was Bake's partner - dancing and otherwise - before he enlisted. Consequently, unlike the mistaken identity ploys and romantic hesitancies prevalent in most of their previous pairings, they are already a couple from the film's outset. Directed by Mark Sandrich (who guided five of their pairings), the film bears a narrative similarity to 1935's ""Roberta"" in which they are but one of two couples featured in the storyline. In fact, Randolph Scott plays the other male lead in both films, this time as Bake's womanizing crewmate, ""Bilge"" Smith. He is partnered with not Irene Dunne (who understandably turned down this follow-up) but Harriet Hilliard. Just married to Ozzie Nelson in real life and decades before Ozzie & Harriet, Hilliard plays Sherry's spinsterish sister Connie who falls hard for Bilge. In the silly plot, she is given a makeover by a young, bleached blonde Lucille Ball, and there is s classic three-way shot of Hilliard, Ball and a kewpie-doll adorable Betty Grable in front of a mirror. Speaking of the story, what there is of one is credited to Allan Scott and Dwight Taylor and goes something like this...Bake and Bilge are on shore leave in San Francisco where they end up in a dance hall with their rowdy shipmates. Bake finds Sherry working there, while Bilge runs into Connie first when she comes in as a dowdy spinster and then showing up as a glamour girl. Romance blooms for both couples. Connie and Sherry inherit a steamer from their father, but they need money to keep it afloat. Multiple misunderstandings occur in both relationships, but it all works out when they turn the steamer into a theater and put on a fundraising musical revue. It's about as silly as it sounds, but it does provide a good excuse for some memorable Irving Berlin tunes and a trio of Astaire-Rogers dances. The first two are casual in tone - a dance contest set to the percolating ""Let Yourself Go"" where they show off mercilessly to win and a physical shipboard comedy routine set to the toe-tapping ""I'm Putting All My Eggs in One Basket"". However, their last dance is a classic return to formality with a melodramatic piece beautifully set to a stunning arrangement of ""Let's Face the Music and Dance"". Intriguingly, this movie contains not only an Astaire dance solo but the only time Rogers ever had a dance solo to herself in one of their movies, an energetic tap routine again set to ""Let Yourself Go"". Dressed in a creamy satin sailor outfit, she also sings the same song most winningly near the beginning of the film. Acting-wise, Astaire and Rogers are in typically zesty comic form here. While Scott plays his role with his trademark cock-eyed virility, Hilliard is an extremely dull presence, and as a former band singer, she performs two Berlin love songs in a frustratingly diffident manner. Regardless, the magic generated by Astaire and Rogers in their prime make this essential viewing. The 2005 DVD has several good extras beginning with a thirteen-minute featurette, ""Follow the Fleet: The Origins of Those Dancing Feet,"" about how Astaire and Rogers started to work together. There is also a live-action ""soundie"" called ""Melody Master: Jimmie Lunceford and his Dance Orchestra"", a poultry-themed cartoon called ""Let It Be Me,"" and the original theatrical trailer."
1	"yeah right. Sammo Hung already acted in the main role in 1983's ""Zu Warrios from the Magic Mountain"". Now, 2001, he does it again with ""Zu Warriors"". But this time, he finally does it right. You seldom see him in wuxia, more often in classic eastern or crime slapstick. But this role simply does fit him! The ancient Chinese legend about zu mountain is not often represented in movies (as far as I know about movies translated for the west). Although, the legend contains a vast of interesting stories and possibilities. Straight said: you haven't seen a story alike yet in a modern movie! And that makes it so great! And wow: all the colors plus the enormously deep, right-into-the-heart going story makes you fall for this movie in an instant. The first time I watched it, I had to watch it again instantly, and I did. OK true, I didn't understand all of it the first time. But that makes it only better! You know, you didn't understand all of it, because there is so much spice in it! Therefor it is a pleasure for one self to watch it over and over again. And yeah, it grows deeper in your heart, the more often you watch it. Summary: A story to love, characters you cry with, and truly: a movie you never forget! -- Editors note: well, I think I must watch it right now again :D"
0	This is another one of those movies that could have been great. The basic premise is good - immortal cat people who kill to live, etc. - sort of a variation on the vampire concept. The thing that makes it all fall apart is the total recklessness of the main characters. Even sociopaths know that you need to keep a low profile if you want to survive - look how long it took to catch the Unibomber, and that was because a family member figured it out. By contrast, the kid (and to a lesser extent, the mom) behave as though they're untouchable. The kid kills without a thought for not leaving evidence or a trail or a living witness. How these people managed to stay alive and undiscovered for a month is unbelievable, let alone decades or centuries. It's really a shame - this could have been so much more if it had been written plausibly, i.e., giving the main characters the level of common sense they would have needed to get by for so long. Other than that, not a bad showing. I loved the bit at the end where every cat in town converges on the house - every time I put out food on the porch and see our cats suddenly rush in from wherever they were before, I think of that scene.
0	Tatie Danielle is all about a ghastly old hag who torments her loving and oblivious family out of sheer spite. There's a bit of subtext that might be about France's colonial past but it's mostly just Danielle doing the sorts of things (like deliberately abandoning a small child in a park) that would soon have a man picking up his teeth with broken fingers. Sadly, that doesn't happen here. It looks good and the acting is fine and there's nothing really wrong with the concept but it's just so SMUG. God, does this movie love itself. Pity it isn't nearly as clever or as funny as it thinks it is. The only impetus in the show - sorry, movie - comes from Danielle getting nastier and nastier, and the only surprise comes from watching the increasingly improbable ways she does this. That's right: just like in a sitcom, which is what this is, with the added 'bonus' of delusions of grandeur and a 110-minute running time.
1	This movie is one of the funniest, saddest and most accurate portrayals of the mentality that seems to have pervaded the Balkans yet again, 45 years after the time depicted. All the usual characters and conflicts are presented with such anger, sadness and love combined that it is impossible to decide whether crying or laughing would be the more appropriate response. The accuracy of portrayal and the timelessness of the types, however, make it for a great film to watch if one wants to understand a little bit of what drove ex-Yugoslavia to its madness. In fact, no diplomat dealing with the region should attempt anything until they saw this movie, and its twin, *Maratonci trce pocasni krug.* Did I mention it is one of the funniest movies I've ever seen?
